schema,input_bit,plaintext_rank,cipher_hamming_fraction,tweak_hamming_fraction
fuzz_target,0,7094,0.21428571428571427,0.5
fuzz_target,0,9680,0.5,0.5714285714285714
fuzz_target,8,5415,0.5,0.5714285714285714
fuzz_target,1,1004,0.5,0.42857142857142855
fuzz_target,0,3235,0.35714285714285715,0.5714285714285714
fuzz_target,6,7097,0.6428571428571429,0.35714285714285715
fuzz_target,2,5365,0.6428571428571429,0.42857142857142855
fuzz_target,10,4833,0.42857142857142855,0.35714285714285715
fuzz_target,2,2007,0.5714285714285714,0.5
fuzz_target,4,3050,0.42857142857142855,0.6428571428571429
fuzz_target,9,7655,0.6428571428571429,0.5714285714285714
fuzz_target,3,3919,0.5714285714285714,0.6428571428571429
fuzz_target,11,7484,0.2857142857142857,0.5
fuzz_target,6,3993,0.5,0.5714285714285714
fuzz_target,8,4898,0.42857142857142855,0.42857142857142855
fuzz_target,1,7578,0.7142857142857143,0.5714285714285714
fuzz_target,9,2523,0.42857142857142855,0.5714285714285714
fuzz_target,4,5747,0.5714285714285714,0.5
fuzz_target,7,520,0.42857142857142855,0.7857142857142857
fuzz_target,10,4558,0.5714285714285714,0.42857142857142855
fuzz_target,1,8988,0.5,0.35714285714285715
fuzz_target,0,1550,0.42857142857142855,0.5
fuzz_target,6,7335,0.5,0.5714285714285714
fuzz_target,1,2480,0.6428571428571429,0.42857142857142855
fuzz_target,0,5484,0.42857142857142855,0.5714285714285714
fuzz_target,12,6314,0.42857142857142855,0.5714285714285714
fuzz_target,1,8131,0.5714285714285714,0.35714285714285715
fuzz_target,2,3773,0.5714285714285714,0.5714285714285714
fuzz_target,5,5310,0.7857142857142857,0.6428571428571429
fuzz_target,8,7377,0.35714285714285715,0.5714285714285714
fuzz_target,4,5912,0.42857142857142855,0.7142857142857143
fuzz_target,12,140,0.5,0.5
fuzz_target,11,4056,0.2857142857142857,0.42857142857142855
fuzz_target,1,8512,0.2857142857142857,0.42857142857142855
fuzz_target,1,8856,0.35714285714285715,0.6428571428571429
fuzz_target,6,2295,0.42857142857142855,0.5
fuzz_target,10,4157,0.6428571428571429,0.6428571428571429
fuzz_target,7,9640,0.5,0.42857142857142855
fuzz_target,1,6264,0.5,0.35714285714285715
fuzz_target,7,8794,0.21428571428571427,0.5
fuzz_target,3,9381,0.42857142857142855,0.2857142857142857
fuzz_target,12,3721,0.35714285714285715,0.6428571428571429
fuzz_target,4,4466,0.5714285714285714,0.2857142857142857
fuzz_target,1,4283,0.2857142857142857,0.5
fuzz_target,7,3040,0.35714285714285715,0.5
fuzz_target,2,2125,0.42857142857142855,0.42857142857142855
fuzz_target,11,51,0.35714285714285715,0.35714285714285715
fuzz_target,1,1146,0.42857142857142855,0.6428571428571429
fuzz_target,10,1835,0.6428571428571429,0.35714285714285715
fuzz_target,12,7390,0.7142857142857143,0.2857142857142857
fuzz_target,7,9538,0.7857142857142857,0.5
fuzz_target,3,9068,0.7142857142857143,0.6428571428571429
fuzz_target,6,5067,0.5714285714285714,0.7857142857142857
fuzz_target,9,1256,0.5,0.5
fuzz_target,13,8901,0.42857142857142855,0.5714285714285714
fuzz_target,1,4399,0.35714285714285715,0.5714285714285714
fuzz_target,7,2776,0.42857142857142855,0.5714285714285714
fuzz_target,6,5154,0.5,0.5
fuzz_target,5,4964,0.5714285714285714,0.42857142857142855
fuzz_target,8,3817,0.7142857142857143,0.5714285714285714
fuzz_target,0,7401,0.5714285714285714,0.5714285714285714
fuzz_target,7,7627,0.35714285714285715,0.42857142857142855
fuzz_target,11,1284,0.21428571428571427,0.5
fuzz_target,6,2718,0.5,0.2857142857142857
fuzz_target,2,6729,0.42857142857142855,0.2857142857142857
fuzz_target,3,9487,0.42857142857142855,0.5
fuzz_target,3,1971,0.5,0.42857142857142855
fuzz_target,2,2664,0.5,0.2857142857142857
fuzz_target,10,2229,0.42857142857142855,0.42857142857142855
fuzz_target,8,2253,0.5,0.5
fuzz_target,9,1321,0.5,0.42857142857142855
fuzz_target,7,248,0.42857142857142855,0.6428571428571429
fuzz_target,10,6227,0.5,0.5714285714285714
fuzz_target,3,4925,0.5,0.7857142857142857
fuzz_target,8,6328,0.6428571428571429,0.42857142857142855
fuzz_target,12,7516,0.6428571428571429,0.7142857142857143
fuzz_target,0,8201,0.6428571428571429,0.35714285714285715
fuzz_target,8,1449,0.42857142857142855,0.42857142857142855
fuzz_target,10,3280,0.6428571428571429,0.35714285714285715
fuzz_target,6,5253,0.42857142857142855,0.5
fuzz_target,2,9724,0.5,0.5
fuzz_target,0,9187,0.6428571428571429,0.7142857142857143
fuzz_target,8,931,0.5,0.7142857142857143
fuzz_target,11,4625,0.35714285714285715,0.6428571428571429
fuzz_target,12,2955,0.42857142857142855,0.2857142857142857
fuzz_target,5,6506,0.5714285714285714,0.42857142857142855
fuzz_target,10,5628,0.5,0.5
fuzz_target,1,5441,0.21428571428571427,0.35714285714285715
fuzz_target,10,9895,0.5,0.6428571428571429
fuzz_target,10,5136,0.5,0.2857142857142857
fuzz_target,5,4943,0.5714285714285714,0.6428571428571429
fuzz_target,13,8560,0.6428571428571429,0.42857142857142855
fuzz_target,12,1078,0.5,0.42857142857142855
fuzz_target,3,8079,0.21428571428571427,0.7142857142857143
fuzz_target,2,4378,0.42857142857142855,0.42857142857142855
fuzz_target,5,4068,0.7142857142857143,0.42857142857142855
fuzz_target,4,1644,0.35714285714285715,0.6428571428571429
fuzz_target,13,549,0.42857142857142855,0.5
fuzz_target,0,7721,0.5714285714285714,0.35714285714285715
fuzz_target,2,2186,0.5,0.7857142857142857
fuzz_target,5,4721,0.6428571428571429,0.5714285714285714
fuzz_target,3,2767,0.5714285714285714,0.5
fuzz_target,9,4555,0.42857142857142855,0.5
fuzz_target,7,3570,0.35714285714285715,0.42857142857142855
fuzz_target,0,2996,0.35714285714285715,0.42857142857142855
fuzz_target,8,7403,0.5,0.35714285714285715
fuzz_target,2,4001,0.6428571428571429,0.5714285714285714
fuzz_target,7,262,0.5714285714285714,0.5
fuzz_target,10,2627,0.6428571428571429,0.5
fuzz_target,2,1521,0.2857142857142857,0.5
fuzz_target,5,7179,0.5714285714285714,0.5
fuzz_target,12,3794,0.5714285714285714,0.6428571428571429
fuzz_target,2,2774,0.6428571428571429,0.14285714285714285
fuzz_target,0,6377,0.5714285714285714,0.35714285714285715
fuzz_target,7,6912,0.35714285714285715,0.42857142857142855
fuzz_target,9,112,0.42857142857142855,0.2857142857142857
fuzz_target,13,9112,0.2857142857142857,0.6428571428571429
fuzz_target,1,5273,0.42857142857142855,0.42857142857142855
fuzz_target,9,2439,0.6428571428571429,0.5
fuzz_target,11,2933,0.5,0.35714285714285715
fuzz_target,5,1814,0.42857142857142855,0.42857142857142855
fuzz_target,4,9689,0.5714285714285714,0.2857142857142857
fuzz_target,3,1810,0.6428571428571429,0.5
fuzz_target,9,5191,0.2857142857142857,0.5
fuzz_target,11,6438,0.5714285714285714,0.5714285714285714
fuzz_target,5,7378,0.5,0.35714285714285715
fuzz_target,9,2595,0.2857142857142857,0.42857142857142855
fuzz_target,10,3150,0.5,0.5
fuzz_target,10,7676,0.2857142857142857,0.42857142857142855
fuzz_target,2,3542,0.35714285714285715,0.7142857142857143
fuzz_target,8,5127,0.5,0.7857142857142857
fuzz_target,8,1196,0.5,0.5714285714285714
fuzz_target,1,5447,0.7142857142857143,0.6428571428571429
fuzz_target,1,8129,0.5714285714285714,0.7142857142857143
fuzz_target,7,7809,0.42857142857142855,0.6428571428571429
fuzz_target,4,4449,0.42857142857142855,0.2857142857142857
fuzz_target,4,5393,0.5,0.42857142857142855
fuzz_target,6,3980,0.35714285714285715,0.5714285714285714
fuzz_target,1,850,0.5,0.5714285714285714
fuzz_target,8,8933,0.35714285714285715,0.5
fuzz_target,7,1780,0.35714285714285715,0.5714285714285714
fuzz_target,7,3820,0.5,0.35714285714285715
fuzz_target,6,1925,0.5,0.42857142857142855
fuzz_target,1,291,0.5,0.5
fuzz_target,3,7342,0.42857142857142855,0.42857142857142855
fuzz_target,5,2361,0.42857142857142855,0.7857142857142857
fuzz_target,2,1993,0.5714285714285714,0.5714285714285714
fuzz_target,7,724,0.6428571428571429,0.2857142857142857
fuzz_target,2,6654,0.14285714285714285,0.5
fuzz_target,6,2874,0.42857142857142855,0.35714285714285715
fuzz_target,10,3141,0.6428571428571429,0.5
fuzz_target,0,8169,0.35714285714285715,0.5
fuzz_target,3,6759,0.35714285714285715,0.5714285714285714
fuzz_target,9,6646,0.6428571428571429,0.5
fuzz_target,0,5122,0.7142857142857143,0.5
fuzz_target,6,7516,0.5,0.7142857142857143
fuzz_target,0,740,0.35714285714285715,0.5
fuzz_target,9,4785,0.35714285714285715,0.42857142857142855
fuzz_target,1,4197,0.5,0.5
fuzz_target,8,3665,0.35714285714285715,0.2857142857142857
fuzz_target,11,6516,0.5714285714285714,0.42857142857142855
fuzz_target,12,5529,0.8571428571428571,0.35714285714285715
fuzz_target,3,7748,0.2857142857142857,0.2857142857142857
fuzz_target,7,3210,0.5714285714285714,0.5714285714285714
fuzz_target,8,1397,0.5,0.42857142857142855
fuzz_target,3,1288,0.35714285714285715,0.5714285714285714
fuzz_target,5,2834,0.5,0.5
fuzz_target,9,427,0.5,0.42857142857142855
fuzz_target,11,2638,0.35714285714285715,0.7857142857142857
fuzz_target,11,2371,0.5,0.35714285714285715
fuzz_target,12,6199,0.7142857142857143,0.5
fuzz_target,9,4901,0.35714285714285715,0.5
fuzz_target,8,5031,0.42857142857142855,0.35714285714285715
fuzz_target,12,7410,0.6428571428571429,0.5714285714285714
fuzz_target,13,9396,0.5,0.42857142857142855
fuzz_target,3,2127,0.35714285714285715,0.2857142857142857
fuzz_target,1,1331,0.35714285714285715,0.5
fuzz_target,10,6206,0.5714285714285714,0.2857142857142857
fuzz_target,0,2035,0.5,0.7142857142857143
fuzz_target,2,5784,0.7142857142857143,0.35714285714285715
fuzz_target,1,4433,0.5,0.42857142857142855
fuzz_target,12,6129,0.5,0.35714285714285715
fuzz_target,12,1136,0.5,0.5
fuzz_target,13,1537,0.5714285714285714,0.42857142857142855
fuzz_target,12,7654,0.5,0.35714285714285715
fuzz_target,9,3674,0.5,0.42857142857142855
fuzz_target,9,3582,0.2857142857142857,0.42857142857142855
fuzz_target,2,9523,0.2857142857142857,0.5714285714285714
fuzz_target,1,972,0.7857142857142857,0.5
fuzz_target,1,6029,0.6428571428571429,0.2857142857142857
fuzz_target,3,4851,0.5714285714285714,0.5
fuzz_target,6,4468,0.5714285714285714,0.2857142857142857
fuzz_target,6,726,0.5714285714285714,0.42857142857142855
fuzz_target,4,3014,0.42857142857142855,0.6428571428571429
fuzz_target,5,3630,0.7142857142857143,0.35714285714285715
fuzz_target,8,1322,0.42857142857142855,0.6428571428571429
fuzz_target,13,1516,0.5714285714285714,0.35714285714285715
fuzz_target,0,1198,0.2857142857142857,0.7142857142857143
fuzz_target,9,3242,0.2857142857142857,0.42857142857142855
fuzz_target,4,1235,0.6428571428571429,0.5714285714285714
fuzz_target,3,6869,0.5,0.5
fuzz_target,4,2277,0.5,0.5
fuzz_target,2,9182,0.5714285714285714,0.5
fuzz_target,12,5904,0.5714285714285714,0.5714285714285714
fuzz_target,0,6851,0.42857142857142855,0.5714285714285714
fuzz_target,13,961,0.7142857142857143,0.42857142857142855
fuzz_target,12,1333,0.5,0.5
fuzz_target,7,6776,0.35714285714285715,0.5714285714285714
fuzz_target,8,9138,0.35714285714285715,0.5
fuzz_target,3,2986,0.5714285714285714,0.14285714285714285
fuzz_target,3,3799,0.5,0.5
fuzz_target,5,4579,0.42857142857142855,0.5
fuzz_target,1,2575,0.42857142857142855,0.42857142857142855
fuzz_target,5,1474,0.5714285714285714,0.5
fuzz_target,2,9168,0.5,0.42857142857142855
fuzz_target,8,744,0.35714285714285715,0.5
fuzz_target,13,1276,0.7857142857142857,0.5
fuzz_target,8,4759,0.5,0.21428571428571427
fuzz_target,7,662,0.42857142857142855,0.5714285714285714
fuzz_target,5,1888,0.2857142857142857,0.5714285714285714
fuzz_target,11,5629,0.6428571428571429,0.5
fuzz_target,5,5297,0.42857142857142855,0.14285714285714285
fuzz_target,5,1896,0.35714285714285715,0.5
fuzz_target,2,3038,0.5,0.2857142857142857
fuzz_target,1,4045,0.6428571428571429,0.5
fuzz_target,8,3778,0.5,0.5714285714285714
fuzz_target,11,2909,0.42857142857142855,0.6428571428571429
fuzz_target,2,8388,0.6428571428571429,0.8571428571428571
fuzz_target,12,7568,0.7142857142857143,0.7142857142857143
fuzz_target,2,7637,0.2857142857142857,0.42857142857142855
fuzz_target,4,8353,0.42857142857142855,0.5
fuzz_target,11,2440,0.5,0.42857142857142855
fuzz_target,10,1722,0.5714285714285714,0.5714285714285714
fuzz_target,3,48,0.42857142857142855,0.5
fuzz_target,1,7665,0.7142857142857143,0.5714285714285714
fuzz_target,4,3945,0.5714285714285714,0.2857142857142857
fuzz_target,1,8381,0.42857142857142855,0.5714285714285714
fuzz_target,7,4420,0.35714285714285715,0.42857142857142855
fuzz_target,9,708,0.42857142857142855,0.6428571428571429
fuzz_target,2,6782,0.5714285714285714,0.6428571428571429
fuzz_target,0,8007,0.2857142857142857,0.35714285714285715
fuzz_target,3,6149,0.35714285714285715,0.42857142857142855
fuzz_target,7,8252,0.42857142857142855,0.6428571428571429
fuzz_target,5,626,0.5,0.42857142857142855
fuzz_target,6,3402,0.5,0.7857142857142857
fuzz_target,7,7729,0.42857142857142855,0.5
fuzz_target,12,217,0.5714285714285714,0.5
fuzz_target,10,5470,0.5,0.5
fuzz_target,9,5834,0.35714285714285715,0.35714285714285715
fuzz_target,7,3873,0.42857142857142855,0.5714285714285714
fuzz_target,7,1808,0.5,0.5
fuzz_target,13,8685,0.5714285714285714,0.42857142857142855
fuzz_target,3,2077,0.5714285714285714,0.5714285714285714
fuzz_target,10,3113,0.5714285714285714,0.6428571428571429
fuzz_target,1,5045,0.5,0.42857142857142855
fuzz_target,7,2914,0.5714285714285714,0.35714285714285715
fuzz_target,6,1972,0.5,0.5714285714285714
fuzz_target,5,2255,0.35714285714285715,0.5714285714285714
fuzz_target,10,4485,0.5,0.35714285714285715
fuzz_target,10,7583,0.5,0.6428571428571429
fuzz_target,10,2973,0.5,0.5
fuzz_target,3,5663,0.35714285714285715,0.5714285714285714
fuzz_target,9,6299,0.42857142857142855,0.35714285714285715
fuzz_target,5,1157,0.7142857142857143,0.42857142857142855
fuzz_target,3,2351,0.35714285714285715,0.7142857142857143
fuzz_target,8,631,0.42857142857142855,0.7857142857142857
fuzz_target,2,802,0.5714285714285714,0.6428571428571429
fuzz_target,6,1637,0.5,0.35714285714285715
fuzz_target,5,284,0.5714285714285714,0.5714285714285714
fuzz_target,9,6619,0.42857142857142855,0.5714285714285714
fuzz_target,12,1978,0.7142857142857143,0.2857142857142857
fuzz_target,0,5288,0.42857142857142855,0.42857142857142855
fuzz_target,3,9790,0.35714285714285715,0.35714285714285715
fuzz_target,12,3616,0.5714285714285714,0.5714285714285714
fuzz_target,7,9376,0.42857142857142855,0.5714285714285714
fuzz_target,3,3198,0.35714285714285715,0.5
fuzz_target,1,2414,0.21428571428571427,0.5714285714285714
fuzz_target,1,9315,0.6428571428571429,0.5
fuzz_target,8,6600,0.5,0.35714285714285715
fuzz_target,4,8478,0.6428571428571429,0.42857142857142855
fuzz_target,9,1897,0.5,0.42857142857142855
fuzz_target,5,1986,0.6428571428571429,0.21428571428571427
fuzz_target,2,8983,0.42857142857142855,0.42857142857142855
fuzz_target,6,8996,0.5714285714285714,0.5
fuzz_target,3,1824,0.21428571428571427,0.5
fuzz_target,3,4223,0.6428571428571429,0.35714285714285715
fuzz_target,0,8007,0.2857142857142857,0.35714285714285715
fuzz_target,11,4780,0.7142857142857143,0.7142857142857143
fuzz_target,12,4497,0.42857142857142855,0.5714285714285714
fuzz_target,2,8688,0.42857142857142855,0.2857142857142857
fuzz_target,1,4051,0.35714285714285715,0.42857142857142855
fuzz_target,2,4541,0.2857142857142857,0.5714285714285714
fuzz_target,9,1719,0.5,0.21428571428571427
fuzz_target,2,6797,0.35714285714285715,0.5714285714285714
fuzz_target,3,8591,0.2857142857142857,0.2857142857142857
fuzz_target,7,5382,0.42857142857142855,0.35714285714285715
fuzz_target,2,8894,0.5,0.5714285714285714
fuzz_target,11,4709,0.5714285714285714,0.7142857142857143
fuzz_target,11,1340,0.2857142857142857,0.7142857142857143
fuzz_target,2,9520,0.6428571428571429,0.5
fuzz_target,3,1899,0.42857142857142855,0.42857142857142855
fuzz_target,6,2682,0.2857142857142857,0.5
fuzz_target,2,1020,0.35714285714285715,0.42857142857142855
fuzz_target,4,2865,0.35714285714285715,0.5714285714285714
fuzz_target,2,6601,0.7142857142857143,0.42857142857142855
fuzz_target,5,9910,0.6428571428571429,0.42857142857142855
fuzz_target,8,8344,0.5,0.7142857142857143
fuzz_target,4,9146,0.5,0.5714285714285714
fuzz_target,8,2238,0.35714285714285715,0.2857142857142857
fuzz_target,3,7396,0.42857142857142855,0.7142857142857143
fuzz_target,10,1605,0.7857142857142857,0.7142857142857143
fuzz_target,8,2513,0.7857142857142857,0.42857142857142855
fuzz_target,8,7604,0.5714285714285714,0.5714285714285714
fuzz_target,11,3613,0.5,0.21428571428571427
fuzz_target,0,6167,0.2857142857142857,0.35714285714285715
fuzz_target,7,6288,0.42857142857142855,0.5714285714285714
fuzz_target,8,8722,0.35714285714285715,0.5714285714285714
fuzz_target,11,3810,0.35714285714285715,0.42857142857142855
fuzz_target,12,4231,0.35714285714285715,0.5
fuzz_target,13,9716,0.42857142857142855,0.5714285714285714
fuzz_target,12,4467,0.42857142857142855,0.5
fuzz_target,7,2710,0.6428571428571429,0.5
fuzz_target,1,5117,0.5,0.7857142857142857
fuzz_target,4,586,0.42857142857142855,0.5714285714285714
fuzz_target,0,164,0.6428571428571429,0.5
fuzz_target,3,9130,0.5714285714285714,0.42857142857142855
fuzz_target,0,1885,0.5,0.5714285714285714
fuzz_target,5,8911,0.2857142857142857,0.5714285714285714
fuzz_target,6,243,0.6428571428571429,0.2857142857142857
fuzz_target,6,6639,0.5,0.35714285714285715
fuzz_target,10,4942,0.2857142857142857,0.42857142857142855
fuzz_target,2,1027,0.35714285714285715,0.5
fuzz_target,11,5864,0.7142857142857143,0.42857142857142855
fuzz_target,2,4708,0.21428571428571427,0.42857142857142855
fuzz_target,6,3566,0.42857142857142855,0.5
fuzz_target,9,5480,0.5714285714285714,0.35714285714285715
fuzz_target,2,8994,0.6428571428571429,0.42857142857142855
fuzz_target,5,6724,0.5714285714285714,0.5714285714285714
fuzz_target,0,2953,0.21428571428571427,0.5
fuzz_target,11,5387,0.2857142857142857,0.5
fuzz_target,4,8215,0.6428571428571429,0.35714285714285715
fuzz_target,0,8833,0.6428571428571429,0.5
fuzz_target,3,1356,0.5,0.35714285714285715
fuzz_target,10,4756,0.35714285714285715,0.5
fuzz_target,0,6536,0.6428571428571429,0.5
fuzz_target,11,6961,0.35714285714285715,0.42857142857142855
fuzz_target,4,7529,0.5714285714285714,0.35714285714285715
fuzz_target,6,1673,0.42857142857142855,0.5
fuzz_target,12,7741,0.5,0.6428571428571429
fuzz_target,2,2834,0.5,0.5
fuzz_target,12,3335,0.35714285714285715,0.42857142857142855
fuzz_target,0,6371,0.6428571428571429,0.5
fuzz_target,11,6673,0.35714285714285715,0.6428571428571429
fuzz_target,6,6059,0.2857142857142857,0.21428571428571427
fuzz_target,4,937,0.42857142857142855,0.42857142857142855
fuzz_target,7,9663,0.5,0.7142857142857143
fuzz_target,8,651,0.6428571428571429,0.5714285714285714
fuzz_target,8,4962,0.5714285714285714,0.5
fuzz_target,9,6616,0.2857142857142857,0.2857142857142857
fuzz_target,9,4468,0.5,0.2857142857142857
fuzz_target,1,5350,0.2857142857142857,0.42857142857142855
fuzz_target,0,3985,0.5714285714285714,0.6428571428571429
fuzz_target,8,2521,0.5714285714285714,0.5
fuzz_target,5,6228,0.42857142857142855,0.5
fuzz_target,8,1061,0.5,0.5714285714285714
fuzz_target,12,1086,0.42857142857142855,0.35714285714285715
fuzz_target,11,1225,0.42857142857142855,0.5
fuzz_target,1,333,0.42857142857142855,0.42857142857142855
fuzz_target,7,5208,0.35714285714285715,0.42857142857142855
fuzz_target,4,4845,0.6428571428571429,0.42857142857142855
fuzz_target,9,3735,0.6428571428571429,0.35714285714285715
fuzz_target,10,7055,0.5,0.35714285714285715
fuzz_target,3,1954,0.42857142857142855,0.42857142857142855
fuzz_target,6,443,0.5714285714285714,0.5714285714285714
fuzz_target,7,1792,0.7142857142857143,0.5
fuzz_target,9,6646,0.6428571428571429,0.5
fuzz_target,8,6848,0.35714285714285715,0.6428571428571429
fuzz_target,12,543,0.5714285714285714,0.42857142857142855
fuzz_target,2,6411,0.5714285714285714,0.21428571428571427
fuzz_target,2,7885,0.5714285714285714,0.6428571428571429
fuzz_target,4,1368,0.5,0.42857142857142855
fuzz_target,1,8134,0.42857142857142855,0.5
fuzz_target,1,4423,0.5714285714285714,0.5
fuzz_target,11,5126,0.35714285714285715,0.35714285714285715
fuzz_target,1,640,0.42857142857142855,0.5714285714285714
fuzz_target,11,7043,0.21428571428571427,0.42857142857142855
fuzz_target,9,8077,0.6428571428571429,0.5
fuzz_target,0,6572,0.5,0.5
fuzz_target,0,1668,0.5714285714285714,0.5
fuzz_target,6,3661,0.42857142857142855,0.7142857142857143
fuzz_target,3,4158,0.42857142857142855,0.42857142857142855
fuzz_target,12,5639,0.6428571428571429,0.6428571428571429
fuzz_target,11,7902,0.2857142857142857,0.42857142857142855
fuzz_target,10,2727,0.5714285714285714,0.5714285714285714
fuzz_target,1,5758,0.35714285714285715,0.5714285714285714
fuzz_target,7,3598,0.8571428571428571,0.6428571428571429
fuzz_target,1,1633,0.35714285714285715,0.5
fuzz_target,2,2135,0.42857142857142855,0.6428571428571429
fuzz_target,5,308,0.42857142857142855,0.5714285714285714
fuzz_target,5,2375,0.42857142857142855,0.6428571428571429
fuzz_target,8,5985,0.42857142857142855,0.5714285714285714
fuzz_target,4,6753,0.42857142857142855,0.5
fuzz_target,13,943,0.5714285714285714,0.2857142857142857
fuzz_target,8,5674,0.5714285714285714,0.5714285714285714
fuzz_target,2,8517,0.5,0.21428571428571427
fuzz_target,12,5987,0.5,0.42857142857142855
fuzz_target,4,4364,0.7142857142857143,0.35714285714285715
fuzz_target,4,6918,0.2857142857142857,0.42857142857142855
fuzz_target,0,3354,0.5714285714285714,0.42857142857142855
fuzz_target,1,9617,0.42857142857142855,0.35714285714285715
fuzz_target,8,2896,0.6428571428571429,0.42857142857142855
fuzz_target,4,7517,0.6428571428571429,0.7142857142857143
fuzz_target,1,3305,0.5,0.5
fuzz_target,6,6452,0.5714285714285714,0.42857142857142855
fuzz_target,4,2442,0.2857142857142857,0.21428571428571427
fuzz_target,3,951,0.5,0.5714285714285714
fuzz_target,10,3541,0.35714285714285715,0.35714285714285715
fuzz_target,9,1762,0.42857142857142855,0.35714285714285715
fuzz_target,5,5497,0.5,0.35714285714285715
fuzz_target,7,5321,0.42857142857142855,0.5
fuzz_target,9,835,0.7857142857142857,0.5
fuzz_target,10,4413,0.35714285714285715,0.35714285714285715
fuzz_target,11,1053,0.42857142857142855,0.21428571428571427
fuzz_target,7,2432,0.21428571428571427,0.35714285714285715
fuzz_target,7,8580,0.5,0.42857142857142855
fuzz_target,11,1199,0.5714285714285714,0.7142857142857143
fuzz_target,3,5336,0.5,0.5
fuzz_target,0,7955,0.5714285714285714,0.5
fuzz_target,4,1746,0.5714285714285714,0.5
fuzz_target,2,8123,0.2857142857142857,0.5
fuzz_target,5,8207,0.5,0.5
fuzz_target,11,6384,0.5,0.6428571428571429
fuzz_target,8,7857,0.2857142857142857,0.42857142857142855
fuzz_target,8,2005,0.21428571428571427,0.42857142857142855
fuzz_target,1,5607,0.5,0.42857142857142855
fuzz_target,0,8441,0.5,0.42857142857142855
fuzz_target,3,5149,0.35714285714285715,0.21428571428571427
fuzz_target,6,2849,0.35714285714285715,0.7142857142857143
fuzz_target,1,3341,0.42857142857142855,0.5714285714285714
fuzz_target,10,990,0.42857142857142855,0.6428571428571429
fuzz_target,8,900,0.5,0.35714285714285715
fuzz_target,3,3213,0.35714285714285715,0.5714285714285714
fuzz_target,1,4770,0.6428571428571429,0.42857142857142855
fuzz_target,5,3010,0.2857142857142857,0.5
fuzz_target,4,3132,0.35714285714285715,0.42857142857142855
fuzz_target,0,2373,0.14285714285714285,0.7142857142857143
fuzz_target,11,2989,0.42857142857142855,0.35714285714285715
fuzz_target,11,4583,0.5714285714285714,0.8571428571428571
fuzz_target,11,75,0.5,0.7142857142857143
fuzz_target,10,450,0.6428571428571429,0.21428571428571427
fuzz_target,10,9612,0.42857142857142855,0.2857142857142857
fuzz_target,9,5392,0.5714285714285714,0.5714285714285714
fuzz_target,0,1108,0.5,0.35714285714285715
fuzz_target,9,3468,0.6428571428571429,0.6428571428571429
fuzz_target,1,7622,0.5,0.7142857142857143
fuzz_target,4,1137,0.5714285714285714,0.6428571428571429
fuzz_target,8,4201,0.7142857142857143,0.5714285714285714
fuzz_target,6,7830,0.35714285714285715,0.5
fuzz_target,5,1131,0.5714285714285714,0.42857142857142855
fuzz_target,1,6719,0.35714285714285715,0.5714285714285714
fuzz_target,9,2073,0.21428571428571427,0.35714285714285715
fuzz_target,5,5147,0.5714285714285714,0.6428571428571429
fuzz_target,6,8532,0.5714285714285714,0.42857142857142855
fuzz_target,3,7720,0.5,0.6428571428571429
fuzz_target,3,5787,0.6428571428571429,0.42857142857142855
fuzz_target,4,5918,0.5,0.5714285714285714
fuzz_target,6,6109,0.5714285714285714,0.6428571428571429
fuzz_target,0,5487,0.35714285714285715,0.5
fuzz_target,10,9647,0.42857142857142855,0.5
fuzz_target,12,5778,0.42857142857142855,0.42857142857142855
fuzz_target,9,7953,0.42857142857142855,0.5
fuzz_target,9,2384,0.2857142857142857,0.35714285714285715
fuzz_target,2,2042,0.5714285714285714,0.5
fuzz_target,11,4802,0.42857142857142855,0.6428571428571429
fuzz_target,7,187,0.5,0.35714285714285715
fuzz_target,0,7887,0.2857142857142857,0.35714285714285715
fuzz_target,4,7492,0.7142857142857143,0.35714285714285715
fuzz_target,8,9044,0.2857142857142857,0.5
fuzz_target,12,3956,0.5714285714285714,0.6428571428571429
fuzz_target,9,3489,0.5,0.6428571428571429
fuzz_target,10,464,0.8571428571428571,0.35714285714285715
fuzz_target,8,2192,0.35714285714285715,0.42857142857142855
fuzz_target,0,8376,0.42857142857142855,0.5
fuzz_target,6,7415,0.35714285714285715,0.5
fuzz_target,8,6667,0.35714285714285715,0.5
fuzz_target,4,5861,0.35714285714285715,0.6428571428571429
fuzz_target,5,686,0.35714285714285715,0.42857142857142855
fuzz_target,10,5288,0.5,0.42857142857142855
fuzz_target,1,2423,0.5,0.7857142857142857
fuzz_target,1,4574,0.5,0.5
fuzz_target,8,1627,0.6428571428571429,0.35714285714285715
fuzz_target,12,2242,0.5714285714285714,0.42857142857142855
fuzz_target,3,4163,0.5,0.6428571428571429
fuzz_target,9,8545,0.5714285714285714,0.5
fuzz_target,2,8905,0.5,0.2857142857142857
fuzz_target,2,7899,0.7142857142857143,0.6428571428571429
fuzz_target,2,8215,0.42857142857142855,0.35714285714285715
fuzz_target,5,3843,0.7142857142857143,0.5
fuzz_target,11,6084,0.42857142857142855,0.2857142857142857
fuzz_target,7,4099,0.42857142857142855,0.42857142857142855
fuzz_target,1,9583,0.42857142857142855,0.6428571428571429
fuzz_target,1,7339,0.42857142857142855,0.42857142857142855
fuzz_target,4,2154,0.2857142857142857,0.6428571428571429
fuzz_target,6,5303,0.6428571428571429,0.5
fuzz_target,1,4466,0.35714285714285715,0.2857142857142857
