rank,message,mutation,lxml_valid,xmlschema_valid,validators_agree
1418029,pain.001.001.13,negative_amount,False,False,True
1418029,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1418029,pain.001.001.13,wrong_namespace,False,False,True
2456191,pain.001.001.13,missing_msg_id,False,False,True
2456191,pain.001.001.13,invalid_currency,False,False,True
2456191,pain.001.001.13,negative_amount,False,False,True
2456191,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2456191,pain.001.001.13,wrong_namespace,False,False,True
2963238,pain.001.001.13,missing_msg_id,False,False,True
2963238,pain.001.001.13,invalid_currency,False,False,True
2963238,pain.001.001.13,negative_amount,False,False,True
2963238,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2963238,pain.001.001.13,wrong_namespace,False,False,True
1805776,pain.001.001.13,missing_msg_id,False,False,True
1805776,pain.001.001.13,invalid_currency,False,False,True
1805776,pain.001.001.13,negative_amount,False,False,True
1805776,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1805776,pain.001.001.13,wrong_namespace,False,False,True
2820838,pain.001.001.13,missing_msg_id,False,False,True
2820838,pain.001.001.13,invalid_currency,False,False,True
2820838,pain.001.001.13,negative_amount,False,False,True
2820838,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2820838,pain.001.001.13,wrong_namespace,False,False,True
2713543,pain.001.001.13,missing_msg_id,False,False,True
2713543,pain.001.001.13,invalid_currency,False,False,True
2713543,pain.001.001.13,negative_amount,False,False,True
2713543,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2713543,pain.001.001.13,wrong_namespace,False,False,True
2288823,pain.001.001.13,missing_msg_id,False,False,True
2288823,pain.001.001.13,invalid_currency,False,False,True
2288823,pain.001.001.13,negative_amount,False,False,True
2288823,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2288823,pain.001.001.13,wrong_namespace,False,False,True
4162022,pacs.008.001.14,missing_msg_id,False,False,True
4162022,pacs.008.001.14,invalid_currency,False,False,True
4162022,pacs.008.001.14,negative_amount,False,False,True
4162022,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4162022,pacs.008.001.14,wrong_namespace,False,False,True
910816,pain.001.001.13,missing_msg_id,False,False,True
910816,pain.001.001.13,invalid_currency,False,False,True
910816,pain.001.001.13,negative_amount,False,False,True
910816,pain.001.001.13,duplicate_nb_of_txs,False,False,True
910816,pain.001.001.13,wrong_namespace,False,False,True
3869904,pacs.008.001.14,missing_msg_id,False,False,True
3869904,pacs.008.001.14,invalid_currency,False,False,True
3869904,pacs.008.001.14,negative_amount,False,False,True
3869904,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
3869904,pacs.008.001.14,wrong_namespace,False,False,True
121688,pain.001.001.13,missing_msg_id,False,False,True
121688,pain.001.001.13,invalid_currency,False,False,True
121688,pain.001.001.13,negative_amount,False,False,True
121688,pain.001.001.13,duplicate_nb_of_txs,False,False,True
121688,pain.001.001.13,wrong_namespace,False,False,True
1249438,pain.001.001.13,missing_msg_id,False,False,True
1249438,pain.001.001.13,invalid_currency,False,False,True
1249438,pain.001.001.13,negative_amount,False,False,True
1249438,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1249438,pain.001.001.13,wrong_namespace,False,False,True
985620,pain.001.001.13,missing_msg_id,False,False,True
985620,pain.001.001.13,invalid_currency,False,False,True
985620,pain.001.001.13,negative_amount,False,False,True
985620,pain.001.001.13,duplicate_nb_of_txs,False,False,True
985620,pain.001.001.13,wrong_namespace,False,False,True
2704151,pain.001.001.13,missing_msg_id,False,False,True
2704151,pain.001.001.13,invalid_currency,False,False,True
2704151,pain.001.001.13,negative_amount,False,False,True
2704151,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2704151,pain.001.001.13,wrong_namespace,False,False,True
1999688,pain.001.001.13,missing_msg_id,False,False,True
1999688,pain.001.001.13,invalid_currency,False,False,True
1999688,pain.001.001.13,negative_amount,False,False,True
1999688,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1999688,pain.001.001.13,wrong_namespace,False,False,True
1679936,pain.001.001.13,missing_msg_id,False,False,True
1679936,pain.001.001.13,invalid_currency,False,False,True
1679936,pain.001.001.13,negative_amount,False,False,True
1679936,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1679936,pain.001.001.13,wrong_namespace,False,False,True
4186493,pacs.008.001.14,missing_msg_id,False,False,True
4186493,pacs.008.001.14,invalid_currency,False,False,True
4186493,pacs.008.001.14,negative_amount,False,False,True
4186493,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4186493,pacs.008.001.14,wrong_namespace,False,False,True
2974094,pain.001.001.13,missing_msg_id,False,False,True
2974094,pain.001.001.13,invalid_currency,False,False,True
2974094,pain.001.001.13,negative_amount,False,False,True
2974094,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2974094,pain.001.001.13,wrong_namespace,False,False,True
3723798,pain.001.001.13,missing_msg_id,False,False,True
3723798,pain.001.001.13,invalid_currency,False,False,True
3723798,pain.001.001.13,negative_amount,False,False,True
3723798,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3723798,pain.001.001.13,wrong_namespace,False,False,True
2065916,pain.001.001.13,missing_msg_id,False,False,True
2065916,pain.001.001.13,invalid_currency,False,False,True
2065916,pain.001.001.13,negative_amount,False,False,True
2065916,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2065916,pain.001.001.13,wrong_namespace,False,False,True
2694871,pain.001.001.13,missing_msg_id,False,False,True
2694871,pain.001.001.13,invalid_currency,False,False,True
2694871,pain.001.001.13,negative_amount,False,False,True
2694871,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2694871,pain.001.001.13,wrong_namespace,False,False,True
2076688,pain.001.001.13,missing_msg_id,False,False,True
2076688,pain.001.001.13,invalid_currency,False,False,True
2076688,pain.001.001.13,negative_amount,False,False,True
2076688,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2076688,pain.001.001.13,wrong_namespace,False,False,True
1552467,pain.001.001.13,missing_msg_id,False,False,True
1552467,pain.001.001.13,invalid_currency,False,False,True
1552467,pain.001.001.13,negative_amount,False,False,True
1552467,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1552467,pain.001.001.13,wrong_namespace,False,False,True
1275505,pain.001.001.13,missing_msg_id,False,False,True
1275505,pain.001.001.13,invalid_currency,False,False,True
1275505,pain.001.001.13,negative_amount,False,False,True
1275505,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1275505,pain.001.001.13,wrong_namespace,False,False,True
1748634,pain.001.001.13,missing_msg_id,False,False,True
1748634,pain.001.001.13,invalid_currency,False,False,True
1748634,pain.001.001.13,negative_amount,False,False,True
1748634,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1748634,pain.001.001.13,wrong_namespace,False,False,True
3481449,pain.001.001.13,missing_msg_id,False,False,True
3481449,pain.001.001.13,invalid_currency,False,False,True
3481449,pain.001.001.13,negative_amount,False,False,True
3481449,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3481449,pain.001.001.13,wrong_namespace,False,False,True
1747634,pain.001.001.13,missing_msg_id,False,False,True
1747634,pain.001.001.13,invalid_currency,False,False,True
1747634,pain.001.001.13,negative_amount,False,False,True
1747634,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1747634,pain.001.001.13,wrong_namespace,False,False,True
2766042,pain.001.001.13,missing_msg_id,False,False,True
2766042,pain.001.001.13,invalid_currency,False,False,True
2766042,pain.001.001.13,negative_amount,False,False,True
2766042,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2766042,pain.001.001.13,wrong_namespace,False,False,True
4281833,pacs.008.001.14,missing_msg_id,False,False,True
4281833,pacs.008.001.14,invalid_currency,False,False,True
4281833,pacs.008.001.14,negative_amount,False,False,True
4281833,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4281833,pacs.008.001.14,wrong_namespace,False,False,True
648521,pain.001.001.13,missing_msg_id,False,False,True
648521,pain.001.001.13,invalid_currency,False,False,True
648521,pain.001.001.13,negative_amount,False,False,True
648521,pain.001.001.13,duplicate_nb_of_txs,False,False,True
648521,pain.001.001.13,wrong_namespace,False,False,True
2350733,pain.001.001.13,missing_msg_id,False,False,True
2350733,pain.001.001.13,invalid_currency,False,False,True
2350733,pain.001.001.13,negative_amount,False,False,True
2350733,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2350733,pain.001.001.13,wrong_namespace,False,False,True
250847,pain.001.001.13,missing_msg_id,False,False,True
250847,pain.001.001.13,invalid_currency,False,False,True
250847,pain.001.001.13,negative_amount,False,False,True
250847,pain.001.001.13,duplicate_nb_of_txs,False,False,True
250847,pain.001.001.13,wrong_namespace,False,False,True
3745301,pain.001.001.13,missing_msg_id,False,False,True
3745301,pain.001.001.13,invalid_currency,False,False,True
3745301,pain.001.001.13,negative_amount,False,False,True
3745301,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3745301,pain.001.001.13,wrong_namespace,False,False,True
1769306,pain.001.001.13,missing_msg_id,False,False,True
1769306,pain.001.001.13,invalid_currency,False,False,True
1769306,pain.001.001.13,negative_amount,False,False,True
1769306,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1769306,pain.001.001.13,wrong_namespace,False,False,True
1211982,pain.001.001.13,missing_msg_id,False,False,True
1211982,pain.001.001.13,invalid_currency,False,False,True
1211982,pain.001.001.13,negative_amount,False,False,True
1211982,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1211982,pain.001.001.13,wrong_namespace,False,False,True
2842806,pain.001.001.13,missing_msg_id,False,False,True
2842806,pain.001.001.13,invalid_currency,False,False,True
2842806,pain.001.001.13,negative_amount,False,False,True
2842806,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2842806,pain.001.001.13,wrong_namespace,False,False,True
2140054,pain.001.001.13,missing_msg_id,False,False,True
2140054,pain.001.001.13,invalid_currency,False,False,True
2140054,pain.001.001.13,negative_amount,False,False,True
2140054,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2140054,pain.001.001.13,wrong_namespace,False,False,True
2921126,pain.001.001.13,missing_msg_id,False,False,True
2921126,pain.001.001.13,invalid_currency,False,False,True
2921126,pain.001.001.13,negative_amount,False,False,True
2921126,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2921126,pain.001.001.13,wrong_namespace,False,False,True
214757,pain.001.001.13,missing_msg_id,False,False,True
214757,pain.001.001.13,invalid_currency,False,False,True
214757,pain.001.001.13,negative_amount,False,False,True
214757,pain.001.001.13,duplicate_nb_of_txs,False,False,True
214757,pain.001.001.13,wrong_namespace,False,False,True
4217034,pacs.008.001.14,missing_msg_id,False,False,True
4217034,pacs.008.001.14,invalid_currency,False,False,True
4217034,pacs.008.001.14,negative_amount,False,False,True
4217034,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4217034,pacs.008.001.14,wrong_namespace,False,False,True
2622316,pain.001.001.13,missing_msg_id,False,False,True
2622316,pain.001.001.13,invalid_currency,False,False,True
2622316,pain.001.001.13,negative_amount,False,False,True
2622316,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2622316,pain.001.001.13,wrong_namespace,False,False,True
4304231,pacs.008.001.14,missing_msg_id,False,False,True
4304231,pacs.008.001.14,invalid_currency,False,False,True
4304231,pacs.008.001.14,negative_amount,False,False,True
4304231,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4304231,pacs.008.001.14,wrong_namespace,False,False,True
3359996,pain.001.001.13,missing_msg_id,False,False,True
3359996,pain.001.001.13,invalid_currency,False,False,True
3359996,pain.001.001.13,negative_amount,False,False,True
3359996,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3359996,pain.001.001.13,wrong_namespace,False,False,True
2692347,pain.001.001.13,missing_msg_id,False,False,True
2692347,pain.001.001.13,invalid_currency,False,False,True
2692347,pain.001.001.13,negative_amount,False,False,True
2692347,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2692347,pain.001.001.13,wrong_namespace,False,False,True
3721439,pain.001.001.13,missing_msg_id,False,False,True
3721439,pain.001.001.13,invalid_currency,False,False,True
3721439,pain.001.001.13,negative_amount,False,False,True
3721439,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3721439,pain.001.001.13,wrong_namespace,False,False,True
1912867,pain.001.001.13,missing_msg_id,False,False,True
1912867,pain.001.001.13,invalid_currency,False,False,True
1912867,pain.001.001.13,negative_amount,False,False,True
1912867,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1912867,pain.001.001.13,wrong_namespace,False,False,True
1227910,pain.001.001.13,missing_msg_id,False,False,True
1227910,pain.001.001.13,invalid_currency,False,False,True
1227910,pain.001.001.13,negative_amount,False,False,True
1227910,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1227910,pain.001.001.13,wrong_namespace,False,False,True
4247522,pacs.008.001.14,missing_msg_id,False,False,True
4247522,pacs.008.001.14,invalid_currency,False,False,True
4247522,pacs.008.001.14,negative_amount,False,False,True
4247522,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4247522,pacs.008.001.14,wrong_namespace,False,False,True
3570591,pain.001.001.13,missing_msg_id,False,False,True
3570591,pain.001.001.13,invalid_currency,False,False,True
3570591,pain.001.001.13,negative_amount,False,False,True
3570591,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3570591,pain.001.001.13,wrong_namespace,False,False,True
1757963,pain.001.001.13,missing_msg_id,False,False,True
1757963,pain.001.001.13,invalid_currency,False,False,True
1757963,pain.001.001.13,negative_amount,False,False,True
1757963,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1757963,pain.001.001.13,wrong_namespace,False,False,True
2948303,pain.001.001.13,missing_msg_id,False,False,True
2948303,pain.001.001.13,invalid_currency,False,False,True
2948303,pain.001.001.13,negative_amount,False,False,True
2948303,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2948303,pain.001.001.13,wrong_namespace,False,False,True
1463502,pain.001.001.13,missing_msg_id,False,False,True
1463502,pain.001.001.13,invalid_currency,False,False,True
1463502,pain.001.001.13,negative_amount,False,False,True
1463502,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1463502,pain.001.001.13,wrong_namespace,False,False,True
2012724,pain.001.001.13,missing_msg_id,False,False,True
2012724,pain.001.001.13,invalid_currency,False,False,True
2012724,pain.001.001.13,negative_amount,False,False,True
2012724,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2012724,pain.001.001.13,wrong_namespace,False,False,True
3401319,pain.001.001.13,missing_msg_id,False,False,True
3401319,pain.001.001.13,invalid_currency,False,False,True
3401319,pain.001.001.13,negative_amount,False,False,True
3401319,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3401319,pain.001.001.13,wrong_namespace,False,False,True
1265432,pain.001.001.13,missing_msg_id,False,False,True
1265432,pain.001.001.13,invalid_currency,False,False,True
1265432,pain.001.001.13,negative_amount,False,False,True
1265432,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1265432,pain.001.001.13,wrong_namespace,False,False,True
641310,pain.001.001.13,missing_msg_id,False,False,True
641310,pain.001.001.13,invalid_currency,False,False,True
641310,pain.001.001.13,negative_amount,False,False,True
641310,pain.001.001.13,duplicate_nb_of_txs,False,False,True
641310,pain.001.001.13,wrong_namespace,False,False,True
3384774,pain.001.001.13,missing_msg_id,False,False,True
3384774,pain.001.001.13,invalid_currency,False,False,True
3384774,pain.001.001.13,negative_amount,False,False,True
3384774,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3384774,pain.001.001.13,wrong_namespace,False,False,True
696980,pain.001.001.13,missing_msg_id,False,False,True
696980,pain.001.001.13,invalid_currency,False,False,True
696980,pain.001.001.13,negative_amount,False,False,True
696980,pain.001.001.13,duplicate_nb_of_txs,False,False,True
696980,pain.001.001.13,wrong_namespace,False,False,True
661762,pain.001.001.13,missing_msg_id,False,False,True
661762,pain.001.001.13,invalid_currency,False,False,True
661762,pain.001.001.13,negative_amount,False,False,True
661762,pain.001.001.13,duplicate_nb_of_txs,False,False,True
661762,pain.001.001.13,wrong_namespace,False,False,True
3912522,pacs.008.001.14,missing_msg_id,False,False,True
3912522,pacs.008.001.14,invalid_currency,False,False,True
3912522,pacs.008.001.14,negative_amount,False,False,True
3912522,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
3912522,pacs.008.001.14,wrong_namespace,False,False,True
1334377,pain.001.001.13,missing_msg_id,False,False,True
1334377,pain.001.001.13,invalid_currency,False,False,True
1334377,pain.001.001.13,negative_amount,False,False,True
1334377,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1334377,pain.001.001.13,wrong_namespace,False,False,True
2249418,pain.001.001.13,missing_msg_id,False,False,True
2249418,pain.001.001.13,invalid_currency,False,False,True
2249418,pain.001.001.13,negative_amount,False,False,True
2249418,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2249418,pain.001.001.13,wrong_namespace,False,False,True
4085616,pacs.008.001.14,missing_msg_id,False,False,True
4085616,pacs.008.001.14,invalid_currency,False,False,True
4085616,pacs.008.001.14,negative_amount,False,False,True
4085616,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4085616,pacs.008.001.14,wrong_namespace,False,False,True
297763,pain.001.001.13,missing_msg_id,False,False,True
297763,pain.001.001.13,invalid_currency,False,False,True
297763,pain.001.001.13,negative_amount,False,False,True
297763,pain.001.001.13,duplicate_nb_of_txs,False,False,True
297763,pain.001.001.13,wrong_namespace,False,False,True
863101,pain.001.001.13,missing_msg_id,False,False,True
863101,pain.001.001.13,invalid_currency,False,False,True
863101,pain.001.001.13,negative_amount,False,False,True
863101,pain.001.001.13,duplicate_nb_of_txs,False,False,True
863101,pain.001.001.13,wrong_namespace,False,False,True
672257,pain.001.001.13,missing_msg_id,False,False,True
672257,pain.001.001.13,invalid_currency,False,False,True
672257,pain.001.001.13,negative_amount,False,False,True
672257,pain.001.001.13,duplicate_nb_of_txs,False,False,True
672257,pain.001.001.13,wrong_namespace,False,False,True
2057497,pain.001.001.13,missing_msg_id,False,False,True
2057497,pain.001.001.13,invalid_currency,False,False,True
2057497,pain.001.001.13,negative_amount,False,False,True
2057497,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2057497,pain.001.001.13,wrong_namespace,False,False,True
1612036,pain.001.001.13,missing_msg_id,False,False,True
1612036,pain.001.001.13,invalid_currency,False,False,True
1612036,pain.001.001.13,negative_amount,False,False,True
1612036,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1612036,pain.001.001.13,wrong_namespace,False,False,True
1024430,pain.001.001.13,missing_msg_id,False,False,True
1024430,pain.001.001.13,invalid_currency,False,False,True
1024430,pain.001.001.13,negative_amount,False,False,True
1024430,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1024430,pain.001.001.13,wrong_namespace,False,False,True
3469143,pain.001.001.13,missing_msg_id,False,False,True
3469143,pain.001.001.13,invalid_currency,False,False,True
3469143,pain.001.001.13,negative_amount,False,False,True
3469143,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3469143,pain.001.001.13,wrong_namespace,False,False,True
3099751,pain.001.001.13,missing_msg_id,False,False,True
3099751,pain.001.001.13,invalid_currency,False,False,True
3099751,pain.001.001.13,negative_amount,False,False,True
3099751,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3099751,pain.001.001.13,wrong_namespace,False,False,True
4032019,pacs.008.001.14,missing_msg_id,False,False,True
4032019,pacs.008.001.14,invalid_currency,False,False,True
4032019,pacs.008.001.14,negative_amount,False,False,True
4032019,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4032019,pacs.008.001.14,wrong_namespace,False,False,True
1955280,pain.001.001.13,missing_msg_id,False,False,True
1955280,pain.001.001.13,invalid_currency,False,False,True
1955280,pain.001.001.13,negative_amount,False,False,True
1955280,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1955280,pain.001.001.13,wrong_namespace,False,False,True
3979733,pacs.008.001.14,missing_msg_id,False,False,True
3979733,pacs.008.001.14,invalid_currency,False,False,True
3979733,pacs.008.001.14,negative_amount,False,False,True
3979733,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
3979733,pacs.008.001.14,wrong_namespace,False,False,True
3028726,pain.001.001.13,missing_msg_id,False,False,True
3028726,pain.001.001.13,invalid_currency,False,False,True
3028726,pain.001.001.13,negative_amount,False,False,True
3028726,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3028726,pain.001.001.13,wrong_namespace,False,False,True
2859012,pain.001.001.13,missing_msg_id,False,False,True
2859012,pain.001.001.13,invalid_currency,False,False,True
2859012,pain.001.001.13,negative_amount,False,False,True
2859012,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2859012,pain.001.001.13,wrong_namespace,False,False,True
2699725,pain.001.001.13,missing_msg_id,False,False,True
2699725,pain.001.001.13,invalid_currency,False,False,True
2699725,pain.001.001.13,negative_amount,False,False,True
2699725,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2699725,pain.001.001.13,wrong_namespace,False,False,True
3990606,pacs.008.001.14,missing_msg_id,False,False,True
3990606,pacs.008.001.14,invalid_currency,False,False,True
3990606,pacs.008.001.14,negative_amount,False,False,True
3990606,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
3990606,pacs.008.001.14,wrong_namespace,False,False,True
1788328,pain.001.001.13,missing_msg_id,False,False,True
1788328,pain.001.001.13,invalid_currency,False,False,True
1788328,pain.001.001.13,negative_amount,False,False,True
1788328,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1788328,pain.001.001.13,wrong_namespace,False,False,True
3028079,pain.001.001.13,missing_msg_id,False,False,True
3028079,pain.001.001.13,invalid_currency,False,False,True
3028079,pain.001.001.13,negative_amount,False,False,True
3028079,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3028079,pain.001.001.13,wrong_namespace,False,False,True
1542047,pain.001.001.13,missing_msg_id,False,False,True
1542047,pain.001.001.13,invalid_currency,False,False,True
1542047,pain.001.001.13,negative_amount,False,False,True
1542047,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1542047,pain.001.001.13,wrong_namespace,False,False,True
2181345,pain.001.001.13,missing_msg_id,False,False,True
2181345,pain.001.001.13,invalid_currency,False,False,True
2181345,pain.001.001.13,negative_amount,False,False,True
2181345,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2181345,pain.001.001.13,wrong_namespace,False,False,True
747250,pain.001.001.13,missing_msg_id,False,False,True
747250,pain.001.001.13,invalid_currency,False,False,True
747250,pain.001.001.13,negative_amount,False,False,True
747250,pain.001.001.13,duplicate_nb_of_txs,False,False,True
747250,pain.001.001.13,wrong_namespace,False,False,True
1147859,pain.001.001.13,missing_msg_id,False,False,True
1147859,pain.001.001.13,invalid_currency,False,False,True
1147859,pain.001.001.13,negative_amount,False,False,True
1147859,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1147859,pain.001.001.13,wrong_namespace,False,False,True
737859,pain.001.001.13,missing_msg_id,False,False,True
737859,pain.001.001.13,invalid_currency,False,False,True
737859,pain.001.001.13,negative_amount,False,False,True
737859,pain.001.001.13,duplicate_nb_of_txs,False,False,True
737859,pain.001.001.13,wrong_namespace,False,False,True
2067645,pain.001.001.13,missing_msg_id,False,False,True
2067645,pain.001.001.13,invalid_currency,False,False,True
2067645,pain.001.001.13,negative_amount,False,False,True
2067645,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2067645,pain.001.001.13,wrong_namespace,False,False,True
2622071,pain.001.001.13,missing_msg_id,False,False,True
2622071,pain.001.001.13,invalid_currency,False,False,True
2622071,pain.001.001.13,negative_amount,False,False,True
2622071,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2622071,pain.001.001.13,wrong_namespace,False,False,True
3439249,pain.001.001.13,missing_msg_id,False,False,True
3439249,pain.001.001.13,invalid_currency,False,False,True
3439249,pain.001.001.13,negative_amount,False,False,True
3439249,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3439249,pain.001.001.13,wrong_namespace,False,False,True
3457732,pain.001.001.13,missing_msg_id,False,False,True
3457732,pain.001.001.13,invalid_currency,False,False,True
3457732,pain.001.001.13,negative_amount,False,False,True
3457732,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3457732,pain.001.001.13,wrong_namespace,False,False,True
3593115,pain.001.001.13,missing_msg_id,False,False,True
3593115,pain.001.001.13,invalid_currency,False,False,True
3593115,pain.001.001.13,negative_amount,False,False,True
3593115,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3593115,pain.001.001.13,wrong_namespace,False,False,True
1796216,pain.001.001.13,missing_msg_id,False,False,True
1796216,pain.001.001.13,invalid_currency,False,False,True
1796216,pain.001.001.13,negative_amount,False,False,True
1796216,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1796216,pain.001.001.13,wrong_namespace,False,False,True
2814584,pain.001.001.13,missing_msg_id,False,False,True
2814584,pain.001.001.13,invalid_currency,False,False,True
2814584,pain.001.001.13,negative_amount,False,False,True
2814584,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2814584,pain.001.001.13,wrong_namespace,False,False,True
1804413,pain.001.001.13,missing_msg_id,False,False,True
1804413,pain.001.001.13,invalid_currency,False,False,True
1804413,pain.001.001.13,negative_amount,False,False,True
1804413,pain.001.001.13,duplicate_nb_of_txs,False,False,True
1804413,pain.001.001.13,wrong_namespace,False,False,True
2477969,pain.001.001.13,missing_msg_id,False,False,True
2477969,pain.001.001.13,invalid_currency,False,False,True
2477969,pain.001.001.13,negative_amount,False,False,True
2477969,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2477969,pain.001.001.13,wrong_namespace,False,False,True
709784,pain.001.001.13,missing_msg_id,False,False,True
709784,pain.001.001.13,invalid_currency,False,False,True
709784,pain.001.001.13,negative_amount,False,False,True
709784,pain.001.001.13,duplicate_nb_of_txs,False,False,True
709784,pain.001.001.13,wrong_namespace,False,False,True
4218144,pacs.008.001.14,missing_msg_id,False,False,True
4218144,pacs.008.001.14,invalid_currency,False,False,True
4218144,pacs.008.001.14,negative_amount,False,False,True
4218144,pacs.008.001.14,duplicate_nb_of_txs,False,False,True
4218144,pacs.008.001.14,wrong_namespace,False,False,True
2430870,pain.001.001.13,missing_msg_id,False,False,True
2430870,pain.001.001.13,invalid_currency,False,False,True
2430870,pain.001.001.13,negative_amount,False,False,True
2430870,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2430870,pain.001.001.13,wrong_namespace,False,False,True
2011793,pain.001.001.13,missing_msg_id,False,False,True
2011793,pain.001.001.13,invalid_currency,False,False,True
2011793,pain.001.001.13,negative_amount,False,False,True
2011793,pain.001.001.13,duplicate_nb_of_txs,False,False,True
2011793,pain.001.001.13,wrong_namespace,False,False,True
3394045,pain.001.001.13,missing_msg_id,False,False,True
3394045,pain.001.001.13,invalid_currency,False,False,True
3394045,pain.001.001.13,negative_amount,False,False,True
3394045,pain.001.001.13,duplicate_nb_of_txs,False,False,True
3394045,pain.001.001.13,wrong_namespace,False,False,True
