method,domain,repetition,budget,produced,valid,validity_rate,unique,unique_rate,duplicates,branch_coverage,elapsed_s,objects_per_s,uniform_bugs,uniform_first,rare_branch_bugs,rare_branch_first,boundary_bugs,boundary_first,clustered_bugs,clustered_first,interaction_bugs,interaction_first,source_budget,source_elapsed_s,source_objects_per_s
pdrs,balanced_product,8,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025537730000024794,391577.4816316991,15,3,12,203,14,198,15,111,10,5,1000,0.0025537730000024794,391577.4816316991
pdrs,balanced_product,9,100,100,100,1.0,100,1.0,0,1.0,0.0025890920000009032,38623.57923162449,1,13,0,101,0,101,1,48,1,58,1000,0.0025890920000009032,386235.7923162449
pdrs,balanced_product,9,500,500,500,1.0,500,1.0,0,1.0,0.0025890920000009032,193117.89615812246,10,13,8,153,11,143,5,48,5,58,1000,0.0025890920000009032,386235.7923162449
pdrs,balanced_product,9,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025890920000009032,386235.7923162449,18,13,15,153,20,143,15,48,13,58,1000,0.0025890920000009032,386235.7923162449
pdrs,balanced_product,10,100,100,100,1.0,100,1.0,0,1.0,0.0024930599999990477,40111.34910513112,0,101,1,38,5,24,2,74,0,101,1000,0.0024930599999990477,401113.49105131126
pdrs,balanced_product,10,500,500,500,1.0,500,1.0,0,1.0,0.0024930599999990477,200556.74552565563,9,119,6,38,8,24,9,74,8,120,1000,0.0024930599999990477,401113.49105131126
pdrs,balanced_product,10,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0024930599999990477,401113.49105131126,18,119,14,38,15,24,17,74,17,120,1000,0.0024930599999990477,401113.49105131126
pdrs,balanced_product,11,100,100,100,1.0,100,1.0,0,1.0,0.0025183520000027215,39708.5077860013,0,101,3,15,3,30,2,32,0,101,1000,0.0025183520000027215,397085.07786001294
pdrs,balanced_product,11,500,500,500,1.0,500,1.0,0,1.0,0.0025183520000027215,198542.53893000647,9,108,8,15,8,30,9,32,6,148,1000,0.0025183520000027215,397085.07786001294
pdrs,balanced_product,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025183520000027215,397085.07786001294,14,108,21,15,16,30,17,32,16,148,1000,0.0025183520000027215,397085.07786001294
pdrs,balanced_product,12,100,100,100,1.0,100,1.0,0,1.0,0.002607333000000267,38353.367214694,0,101,0,101,2,28,0,101,0,101,1000,0.002607333000000267,383533.67214694
pdrs,balanced_product,12,500,500,500,1.0,500,1.0,0,1.0,0.002607333000000267,191766.83607347,7,101,3,193,5,28,5,239,5,107,1000,0.002607333000000267,383533.67214694
pdrs,balanced_product,12,1000,1000,1000,1.0,1000,1.0,0,1.0,0.002607333000000267,383533.67214694,15,101,9,193,10,28,12,239,14,107,1000,0.002607333000000267,383533.67214694
pdrs,balanced_product,13,100,100,100,1.0,100,1.0,0,1.0,0.0025162589999965235,39741.53694040962,3,1,3,7,3,7,0,101,0,101,1000,0.0025162589999965235,397415.36940409616
pdrs,balanced_product,13,500,500,500,1.0,500,1.0,0,1.0,0.0025162589999965235,198707.68470204808,7,1,6,7,8,7,7,116,8,118,1000,0.0025162589999965235,397415.36940409616
pdrs,balanced_product,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025162589999965235,397415.36940409616,18,1,14,7,17,7,19,116,18,118,1000,0.0025162589999965235,397415.36940409616
pdrs,balanced_product,14,100,100,100,1.0,100,1.0,0,1.0,0.002499339999999961,40010.562788576804,0,101,1,81,1,81,3,58,0,101,1000,0.002499339999999961,400105.6278857681
pdrs,balanced_product,14,500,500,500,1.0,500,1.0,0,1.0,0.002499339999999961,200052.81394288404,5,218,8,81,6,81,8,58,3,181,1000,0.002499339999999961,400105.6278857681
pdrs,balanced_product,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.002499339999999961,400105.6278857681,14,218,15,81,15,81,15,58,10,181,1000,0.002499339999999961,400105.6278857681
pdrs,balanced_product,15,100,100,100,1.0,100,1.0,0,1.0,0.0025297120000047357,39530.19157904647,2,16,0,101,2,5,1,25,0,101,1000,0.0025297120000047357,395301.91579046467
pdrs,balanced_product,15,500,500,500,1.0,500,1.0,0,1.0,0.0025297120000047357,197650.95789523234,9,16,1,388,6,5,9,25,6,120,1000,0.0025297120000047357,395301.91579046467
pdrs,balanced_product,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025297120000047357,395301.91579046467,14,16,13,388,19,5,14,25,9,120,1000,0.0025297120000047357,395301.91579046467
pdrs,balanced_product,16,100,100,100,1.0,100,1.0,0,1.0,0.0025120019999960164,39808.88550254283,3,27,0,101,1,84,0,101,1,73,1000,0.0025120019999960164,398088.8550254283
pdrs,balanced_product,16,500,500,500,1.0,500,1.0,0,1.0,0.0025120019999960164,199044.42751271414,10,27,10,167,11,84,9,121,4,73,1000,0.0025120019999960164,398088.8550254283
pdrs,balanced_product,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025120019999960164,398088.8550254283,20,27,20,167,15,84,16,121,14,73,1000,0.0025120019999960164,398088.8550254283
pdrs,balanced_product,17,100,100,100,1.0,100,1.0,0,1.0,0.0024771830000034356,40368.43462911755,3,52,1,58,1,58,0,101,1,60,1000,0.0024771830000034356,403684.3462911755
pdrs,balanced_product,17,500,500,500,1.0,500,1.0,0,1.0,0.0024771830000034356,201842.17314558776,8,52,7,58,10,58,5,115,8,60,1000,0.0024771830000034356,403684.3462911755
pdrs,balanced_product,17,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0024771830000034356,403684.3462911755,19,52,19,58,18,58,15,115,18,60,1000,0.0024771830000034356,403684.3462911755
pdrs,balanced_product,18,100,100,100,1.0,100,1.0,0,1.0,0.0025086759999979336,39861.66408100622,0,101,2,67,2,33,0,101,0,101,1000,0.0025086759999979336,398616.64081006224
pdrs,balanced_product,18,500,500,500,1.0,500,1.0,0,1.0,0.0025086759999979336,199308.32040503112,7,149,9,67,8,33,6,127,5,216,1000,0.0025086759999979336,398616.64081006224
pdrs,balanced_product,18,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0025086759999979336,398616.64081006224,12,149,14,67,14,33,15,127,16,216,1000,0.0025086759999979336,398616.64081006224
pdrs,balanced_product,19,100,100,100,1.0,100,1.0,0,1.0,0.002496936999996535,40049.06811831406,1,26,0,101,0,101,0,101,3,18,1000,0.002496936999996535,400490.6811831406
pdrs,balanced_product,19,500,500,500,1.0,500,1.0,0,1.0,0.002496936999996535,200245.3405915703,11,26,6,112,8,112,9,223,6,18,1000,0.002496936999996535,400490.6811831406
pdrs,balanced_product,19,1000,1000,1000,1.0,1000,1.0,0,1.0,0.002496936999996535,400490.6811831406,21,26,11,112,16,112,21,223,13,18,1000,0.002496936999996535,400490.6811831406
pdrs,dependent_record,0,100,100,100,1.0,100,1.0,0,0.75,0.029515676999992024,3388.030028924189,32,1,0,101,0,101,1,45,1,93,1000,0.029515676999992024,33880.30028924189
pdrs,dependent_record,0,500,500,500,1.0,500,1.0,0,1.0,0.029515676999992024,16940.150144620944,32,1,2,333,0,501,5,45,3,93,1000,0.029515676999992024,33880.30028924189
pdrs,dependent_record,0,1000,1000,1000,1.0,1000,1.0,0,1.0,0.029515676999992024,33880.30028924189,32,1,5,333,1,750,7,45,6,93,1000,0.029515676999992024,33880.30028924189
pdrs,dependent_record,1,100,100,100,1.0,100,1.0,0,0.75,0.00482551200001069,20723.18958066594,1,100,0,101,0,101,0,101,0,101,1000,0.00482551200001069,207231.89580665942
pdrs,dependent_record,1,500,500,500,1.0,500,1.0,0,1.0,0.00482551200001069,103615.94790332971,3,100,1,201,3,139,1,121,0,501,1000,0.00482551200001069,207231.89580665942
pdrs,dependent_record,1,1000,1000,1000,1.0,1000,1.0,0,1.0,0.00482551200001069,207231.89580665942,7,100,2,201,4,139,3,121,4,561,1000,0.00482551200001069,207231.89580665942
pdrs,dependent_record,2,100,100,100,1.0,100,1.0,0,0.75,0.004707873000000973,21241.014785228774,2,55,0,101,0,101,1,36,0,101,1000,0.004707873000000973,212410.14785228772
pdrs,dependent_record,2,500,500,500,1.0,500,1.0,0,1.0,0.004707873000000973,106205.07392614386,6,55,1,192,0,501,2,36,0,501,1000,0.004707873000000973,212410.14785228772
pdrs,dependent_record,2,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004707873000000973,212410.14785228772,6,55,1,192,5,511,4,36,2,697,1000,0.004707873000000973,212410.14785228772
pdrs,dependent_record,3,100,100,100,1.0,100,1.0,0,1.0,0.004763376000013864,20993.51384390167,0,101,1,92,1,9,1,85,0,101,1000,0.004763376000013864,209935.13843901668
pdrs,dependent_record,3,500,500,500,1.0,500,1.0,0,1.0,0.004763376000013864,104967.56921950834,3,183,2,92,1,9,1,85,3,195,1000,0.004763376000013864,209935.13843901668
pdrs,dependent_record,3,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004763376000013864,209935.13843901668,6,183,2,92,3,9,5,85,8,195,1000,0.004763376000013864,209935.13843901668
pdrs,dependent_record,4,100,100,100,1.0,100,1.0,0,1.0,0.004748509000009449,21059.241964119898,0,101,1,88,0,101,1,44,2,10,1000,0.004748509000009449,210592.419641199
pdrs,dependent_record,4,500,500,500,1.0,500,1.0,0,1.0,0.004748509000009449,105296.2098205995,2,316,1,88,3,192,1,44,2,10,1000,0.004748509000009449,210592.419641199
pdrs,dependent_record,4,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004748509000009449,210592.419641199,3,316,1,88,5,192,3,44,4,10,1000,0.004748509000009449,210592.419641199
pdrs,dependent_record,5,100,100,100,1.0,100,1.0,0,1.0,0.00473033499999076,21140.151807471426,0,101,2,66,0,101,1,77,1,91,1000,0.00473033499999076,211401.51807471426
pdrs,dependent_record,5,500,500,500,1.0,500,1.0,0,1.0,0.00473033499999076,105700.75903735713,1,487,2,66,1,220,2,77,3,91,1000,0.00473033499999076,211401.51807471426
pdrs,dependent_record,5,1000,1000,1000,1.0,1000,1.0,0,1.0,0.00473033499999076,211401.51807471426,4,487,2,66,2,220,4,77,5,91,1000,0.00473033499999076,211401.51807471426
pdrs,dependent_record,6,100,100,100,1.0,100,1.0,0,0.75,0.004752546999995388,21041.348986153538,1,31,0,101,2,25,0,101,0,101,1000,0.004752546999995388,210413.48986153537
pdrs,dependent_record,6,500,500,500,1.0,500,1.0,0,0.75,0.004752546999995388,105206.74493076769,5,31,0,501,2,25,0,501,4,109,1000,0.004752546999995388,210413.48986153537
pdrs,dependent_record,6,1000,1000,1000,1.0,1000,1.0,0,0.75,0.004752546999995388,210413.48986153537,8,31,0,1001,5,25,2,639,6,109,1000,0.004752546999995388,210413.48986153537
pdrs,dependent_record,7,100,100,100,1.0,100,1.0,0,0.75,0.004751313999989293,21046.809366887843,1,36,0,101,1,43,1,50,0,101,1000,0.004751313999989293,210468.09366887846
pdrs,dependent_record,7,500,500,500,1.0,500,1.0,0,1.0,0.004751313999989293,105234.04683443923,5,36,1,231,2,43,1,50,1,115,1000,0.004751313999989293,210468.09366887846
pdrs,dependent_record,7,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004751313999989293,210468.09366887846,9,36,3,231,4,43,3,50,4,115,1000,0.004751313999989293,210468.09366887846
pdrs,dependent_record,8,100,100,100,1.0,100,1.0,0,0.75,0.005126625000002605,19506.01028941052,1,40,0,101,0,101,1,56,0,101,1000,0.005126625000002605,195060.10289410516
pdrs,dependent_record,8,500,500,500,1.0,500,1.0,0,1.0,0.005126625000002605,97530.05144705258,2,40,1,368,1,236,2,56,1,264,1000,0.005126625000002605,195060.10289410516
pdrs,dependent_record,8,1000,1000,1000,1.0,1000,1.0,0,1.0,0.005126625000002605,195060.10289410516,3,40,2,368,4,236,3,56,4,264,1000,0.005126625000002605,195060.10289410516
pdrs,dependent_record,9,100,100,100,1.0,100,1.0,0,1.0,0.004712942000011822,21218.16903321729,0,101,1,94,1,64,0,101,0,101,1000,0.004712942000011822,212181.6903321729
pdrs,dependent_record,9,500,500,500,1.0,500,1.0,0,1.0,0.004712942000011822,106090.84516608645,1,476,3,94,2,64,4,142,4,218,1000,0.004712942000011822,212181.6903321729
pdrs,dependent_record,9,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004712942000011822,212181.6903321729,2,476,4,94,2,64,7,142,4,218,1000,0.004712942000011822,212181.6903321729
pdrs,dependent_record,10,100,100,100,1.0,100,1.0,0,1.0,0.004796467999995002,20848.674482995444,0,101,1,85,0,101,1,3,0,101,1000,0.004796467999995002,208486.74482995446
pdrs,dependent_record,10,500,500,500,1.0,500,1.0,0,1.0,0.004796467999995002,104243.37241497723,2,162,3,85,3,112,1,3,0,501,1000,0.004796467999995002,208486.74482995446
pdrs,dependent_record,10,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004796467999995002,208486.74482995446,4,162,5,85,7,112,7,3,1,892,1000,0.004796467999995002,208486.74482995446
pdrs,dependent_record,11,100,100,100,1.0,100,1.0,0,0.75,0.004707010999993599,21244.904675203856,1,12,0,101,0,101,0,101,1,99,1000,0.004707010999993599,212449.04675203856
pdrs,dependent_record,11,500,500,500,1.0,500,1.0,0,1.0,0.004707010999993599,106224.52337601928,2,12,2,287,3,279,2,160,2,99,1000,0.004707010999993599,212449.04675203856
pdrs,dependent_record,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004707010999993599,212449.04675203856,4,12,2,287,4,279,4,160,6,99,1000,0.004707010999993599,212449.04675203856
pdrs,dependent_record,12,100,100,100,1.0,100,1.0,0,0.75,0.005868411999998102,17040.38503091336,0,101,1,71,1,59,1,99,0,101,1000,0.005868411999998102,170403.85030913362
pdrs,dependent_record,12,500,500,500,1.0,500,1.0,0,1.0,0.005868411999998102,85201.92515456681,2,299,2,71,5,59,4,99,3,203,1000,0.005868411999998102,170403.85030913362
pdrs,dependent_record,12,1000,1000,1000,1.0,1000,1.0,0,1.0,0.005868411999998102,170403.85030913362,5,299,2,71,7,59,5,99,3,203,1000,0.005868411999998102,170403.85030913362
pdrs,dependent_record,13,100,100,100,1.0,100,1.0,0,0.75,0.004802658999992104,20821.798924338455,1,82,0,101,0,101,0,101,0,101,1000,0.004802658999992104,208217.98924338457
pdrs,dependent_record,13,500,500,500,1.0,500,1.0,0,1.0,0.004802658999992104,104108.99462169228,5,82,1,393,1,412,2,161,3,121,1000,0.004802658999992104,208217.98924338457
pdrs,dependent_record,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004802658999992104,208217.98924338457,8,82,2,393,3,412,6,161,3,121,1000,0.004802658999992104,208217.98924338457
pdrs,dependent_record,14,100,100,100,1.0,100,1.0,0,0.75,0.004724133000010511,21167.905306598586,0,101,0,101,0,101,0,101,0,101,1000,0.004724133000010511,211679.05306598588
pdrs,dependent_record,14,500,500,500,1.0,500,1.0,0,0.75,0.004724133000010511,105839.52653299294,2,214,0,501,4,138,1,418,1,446,1000,0.004724133000010511,211679.05306598588
pdrs,dependent_record,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004724133000010511,211679.05306598588,4,214,1,783,7,138,4,418,4,446,1000,0.004724133000010511,211679.05306598588
pdrs,dependent_record,15,100,100,100,1.0,100,1.0,0,0.75,0.0046762039999919125,21384.86687068677,0,101,0,101,1,3,0,101,0,101,1000,0.0046762039999919125,213848.6687068677
pdrs,dependent_record,15,500,500,500,1.0,500,1.0,0,1.0,0.0046762039999919125,106924.33435343385,5,221,1,343,4,3,4,148,2,165,1000,0.0046762039999919125,213848.6687068677
pdrs,dependent_record,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0046762039999919125,213848.6687068677,6,221,2,343,4,3,6,148,2,165,1000,0.0046762039999919125,213848.6687068677
pdrs,dependent_record,16,100,100,100,1.0,100,1.0,0,0.75,0.0047425070000031155,21085.894021861077,0,101,1,59,1,85,0,101,0,101,1000,0.0047425070000031155,210858.94021861075
pdrs,dependent_record,16,500,500,500,1.0,500,1.0,0,1.0,0.0047425070000031155,105429.47010930537,1,111,1,59,2,85,1,480,0,501,1000,0.0047425070000031155,210858.94021861075
pdrs,dependent_record,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0047425070000031155,210858.94021861075,5,111,4,59,3,85,3,480,0,1001,1000,0.0047425070000031155,210858.94021861075
pdrs,dependent_record,17,100,100,100,1.0,100,1.0,0,1.0,0.004739410999988536,21099.668292165818,0,101,2,48,1,95,0,101,1,46,1000,0.004739410999988536,210996.68292165818
pdrs,dependent_record,17,500,500,500,1.0,500,1.0,0,1.0,0.004739410999988536,105498.34146082909,3,103,4,48,2,95,2,367,3,46,1000,0.004739410999988536,210996.68292165818
pdrs,dependent_record,17,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004739410999988536,210996.68292165818,5,103,5,48,7,95,4,367,6,46,1000,0.004739410999988536,210996.68292165818
pdrs,dependent_record,18,100,100,100,1.0,100,1.0,0,0.75,0.004761974000004443,20999.694664419985,1,23,0,101,1,80,0,101,0,101,1000,0.004761974000004443,209996.94664419987
pdrs,dependent_record,18,500,500,500,1.0,500,1.0,0,1.0,0.004761974000004443,104998.47332209993,3,23,2,196,5,80,3,133,1,438,1000,0.004761974000004443,209996.94664419987
pdrs,dependent_record,18,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004761974000004443,209996.94664419987,4,23,3,196,7,80,9,133,3,438,1000,0.004761974000004443,209996.94664419987
pdrs,dependent_record,19,100,100,100,1.0,100,1.0,0,0.75,0.004736615999988203,21112.11886297075,1,28,0,101,0,101,0,101,0,101,1000,0.004736615999988203,211121.1886297075
pdrs,dependent_record,19,500,500,500,1.0,500,1.0,0,1.0,0.004736615999988203,105560.59431485375,2,28,2,423,2,439,4,144,2,196,1000,0.004736615999988203,211121.1886297075
pdrs,dependent_record,19,1000,1000,1000,1.0,1000,1.0,0,1.0,0.004736615999988203,211121.1886297075,3,28,5,423,7,439,6,144,4,196,1000,0.004736615999988203,211121.1886297075
pdrs,imbalanced_choice,0,100,100,100,1.0,100,1.0,0,0.75,0.028498927000001117,3508.90403698343,32,1,0,101,2,33,2,8,2,22,1000,0.028498927000001117,35089.0403698343
pdrs,imbalanced_choice,0,500,500,500,1.0,500,1.0,0,0.75,0.028498927000001117,17544.52018491715,32,1,0,501,8,33,10,8,4,22,1000,0.028498927000001117,35089.0403698343
pdrs,imbalanced_choice,0,1000,1000,1000,1.0,1000,1.0,0,0.75,0.028498927000001117,35089.0403698343,32,1,0,1001,15,33,16,8,11,22,1000,0.028498927000001117,35089.0403698343
pdrs,imbalanced_choice,1,100,100,100,1.0,100,1.0,0,0.5,0.003261299000001827,30662.62860288001,1,40,0,101,1,7,4,45,2,23,1000,0.003261299000001827,306626.2860288001
pdrs,imbalanced_choice,1,500,500,500,1.0,500,1.0,0,1.0,0.003261299000001827,153313.14301440006,2,40,1,217,8,7,9,45,6,23,1000,0.003261299000001827,306626.2860288001
pdrs,imbalanced_choice,1,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003261299000001827,306626.2860288001,10,40,2,217,19,7,15,45,15,23,1000,0.003261299000001827,306626.2860288001
pdrs,imbalanced_choice,2,100,100,100,1.0,100,1.0,0,0.75,0.003246459999999729,30802.7821072825,1,63,0,101,4,5,1,52,2,24,1000,0.003246459999999729,308027.821072825
pdrs,imbalanced_choice,2,500,500,500,1.0,500,1.0,0,0.75,0.003246459999999729,154013.9105364125,14,63,0,501,7,5,4,52,14,24,1000,0.003246459999999729,308027.821072825
pdrs,imbalanced_choice,2,1000,1000,1000,1.0,1000,1.0,0,0.75,0.003246459999999729,308027.821072825,24,63,0,1001,12,5,15,52,18,24,1000,0.003246459999999729,308027.821072825
pdrs,imbalanced_choice,3,100,100,100,1.0,100,1.0,0,0.75,0.003220832000010887,31047.87831208271,2,27,1,6,2,6,1,11,2,6,1000,0.003220832000010887,310478.7831208271
pdrs,imbalanced_choice,3,500,500,500,1.0,500,1.0,0,1.0,0.003220832000010887,155239.39156041355,7,27,1,6,7,6,10,11,11,6,1000,0.003220832000010887,310478.7831208271
pdrs,imbalanced_choice,3,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003220832000010887,310478.7831208271,14,27,1,6,11,6,15,11,16,6,1000,0.003220832000010887,310478.7831208271
pdrs,imbalanced_choice,4,100,100,100,1.0,100,1.0,0,0.5,0.003235072000009609,30911.213104284227,1,4,0,101,1,80,1,59,1,11,1000,0.003235072000009609,309112.13104284223
pdrs,imbalanced_choice,4,500,500,500,1.0,500,1.0,0,1.0,0.003235072000009609,154556.06552142111,7,4,1,164,8,80,9,59,8,11,1000,0.003235072000009609,309112.13104284223
pdrs,imbalanced_choice,4,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003235072000009609,309112.13104284223,10,4,1,164,12,80,16,59,17,11,1000,0.003235072000009609,309112.13104284223
pdrs,imbalanced_choice,5,100,100,100,1.0,100,1.0,0,0.75,0.0032250330000067606,31007.434652541655,3,50,0,101,1,41,1,32,0,101,1000,0.0032250330000067606,310074.34652541653
pdrs,imbalanced_choice,5,500,500,500,1.0,500,1.0,0,0.75,0.0032250330000067606,155037.17326270827,8,50,0,501,5,41,5,32,7,242,1000,0.0032250330000067606,310074.34652541653
pdrs,imbalanced_choice,5,1000,1000,1000,1.0,1000,1.0,0,0.75,0.0032250330000067606,310074.34652541653,16,50,0,1001,9,41,13,32,15,242,1000,0.0032250330000067606,310074.34652541653
pdrs,imbalanced_choice,6,100,100,100,1.0,100,1.0,0,0.75,0.003280797000002167,30480.398512902186,3,21,0,101,4,15,2,18,2,22,1000,0.003280797000002167,304803.98512902186
pdrs,imbalanced_choice,6,500,500,500,1.0,500,1.0,0,0.75,0.003280797000002167,152401.99256451093,9,21,0,501,11,15,8,18,4,22,1000,0.003280797000002167,304803.98512902186
pdrs,imbalanced_choice,6,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003280797000002167,304803.98512902186,19,21,1,799,19,15,16,18,12,22,1000,0.003280797000002167,304803.98512902186
pdrs,imbalanced_choice,7,100,100,100,1.0,100,1.0,0,1.0,0.0032372860000009496,30890.0727337562,2,81,1,75,1,75,1,56,2,12,1000,0.0032372860000009496,308900.72733756196
pdrs,imbalanced_choice,7,500,500,500,1.0,500,1.0,0,1.0,0.0032372860000009496,154450.36366878098,5,81,1,75,8,75,10,56,5,12,1000,0.0032372860000009496,308900.72733756196
pdrs,imbalanced_choice,7,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0032372860000009496,308900.72733756196,14,81,1,75,11,75,19,56,9,12,1000,0.0032372860000009496,308900.72733756196
pdrs,imbalanced_choice,8,100,100,100,1.0,100,1.0,0,0.75,0.003247393999998849,30793.922757766828,2,45,0,101,1,92,0,101,3,23,1000,0.003247393999998849,307939.22757766827
pdrs,imbalanced_choice,8,500,500,500,1.0,500,1.0,0,0.75,0.003247393999998849,153969.61378883413,7,45,0,501,6,92,7,113,6,23,1000,0.003247393999998849,307939.22757766827
pdrs,imbalanced_choice,8,1000,1000,1000,1.0,1000,1.0,0,0.75,0.003247393999998849,307939.22757766827,20,45,0,1001,15,92,13,113,12,23,1000,0.003247393999998849,307939.22757766827
pdrs,imbalanced_choice,9,100,100,100,1.0,100,1.0,0,0.75,0.003374062000006006,29637.866761138943,0,101,0,101,1,88,0,101,1,59,1000,0.003374062000006006,296378.6676113894
pdrs,imbalanced_choice,9,500,500,500,1.0,500,1.0,0,0.75,0.003374062000006006,148189.3338056947,3,181,0,501,8,88,9,102,8,59,1000,0.003374062000006006,296378.6676113894
pdrs,imbalanced_choice,9,1000,1000,1000,1.0,1000,1.0,0,0.75,0.003374062000006006,296378.6676113894,15,181,0,1001,18,88,16,102,13,59,1000,0.003374062000006006,296378.6676113894
pdrs,imbalanced_choice,10,100,100,100,1.0,100,1.0,0,0.5,0.0033058129999972152,30249.744919051453,2,37,0,101,1,81,2,19,0,101,1000,0.0033058129999972152,302497.4491905145
pdrs,imbalanced_choice,10,500,500,500,1.0,500,1.0,0,0.75,0.0033058129999972152,151248.72459525726,8,37,0,501,7,81,7,19,7,157,1000,0.0033058129999972152,302497.4491905145
pdrs,imbalanced_choice,10,1000,1000,1000,1.0,1000,1.0,0,0.75,0.0033058129999972152,302497.4491905145,15,37,0,1001,15,81,16,19,15,157,1000,0.0033058129999972152,302497.4491905145
pdrs,imbalanced_choice,11,100,100,100,1.0,100,1.0,0,0.75,0.0032524040000083687,30746.487828616217,1,76,0,101,2,17,3,15,4,19,1000,0.0032524040000083687,307464.87828616216
pdrs,imbalanced_choice,11,500,500,500,1.0,500,1.0,0,1.0,0.0032524040000083687,153732.43914308108,4,76,1,474,7,17,5,15,7,19,1000,0.0032524040000083687,307464.87828616216
pdrs,imbalanced_choice,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0032524040000083687,307464.87828616216,13,76,1,474,16,17,15,15,13,19,1000,0.0032524040000083687,307464.87828616216
pdrs,imbalanced_choice,12,100,100,100,1.0,100,1.0,0,0.5,0.0032794440000003533,30492.973808971652,1,76,0,101,0,101,2,35,0,101,1000,0.0032794440000003533,304929.7380897165
pdrs,imbalanced_choice,12,500,500,500,1.0,500,1.0,0,0.75,0.0032794440000003533,152464.86904485826,7,76,0,501,3,295,4,35,6,108,1000,0.0032794440000003533,304929.7380897165
pdrs,imbalanced_choice,12,1000,1000,1000,1.0,1000,1.0,0,0.75,0.0032794440000003533,304929.7380897165,13,76,0,1001,11,295,11,35,15,108,1000,0.0032794440000003533,304929.7380897165
pdrs,imbalanced_choice,13,100,100,100,1.0,100,1.0,0,0.75,0.003277620999995179,30509.93388196716,1,27,0,101,1,21,4,11,4,13,1000,0.003277620999995179,305099.3388196716
pdrs,imbalanced_choice,13,500,500,500,1.0,500,1.0,0,0.75,0.003277620999995179,152549.6694098358,6,27,0,501,6,21,10,11,11,13,1000,0.003277620999995179,305099.3388196716
pdrs,imbalanced_choice,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003277620999995179,305099.3388196716,12,27,2,719,14,21,16,11,20,13,1000,0.003277620999995179,305099.3388196716
pdrs,imbalanced_choice,14,100,100,100,1.0,100,1.0,0,0.75,0.003315161000003286,30164.447518506906,4,42,0,101,2,76,0,101,3,67,1000,0.003315161000003286,301644.4751850691
pdrs,imbalanced_choice,14,500,500,500,1.0,500,1.0,0,0.75,0.003315161000003286,150822.23759253454,8,42,0,501,6,76,7,168,7,67,1000,0.003315161000003286,301644.4751850691
pdrs,imbalanced_choice,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003315161000003286,301644.4751850691,14,42,1,536,14,76,14,168,15,67,1000,0.003315161000003286,301644.4751850691
pdrs,imbalanced_choice,15,100,100,100,1.0,100,1.0,0,0.5,0.003263795000009395,30639.179237578384,0,101,0,101,1,97,1,51,1,1,1000,0.003263795000009395,306391.79237578384
pdrs,imbalanced_choice,15,500,500,500,1.0,500,1.0,0,1.0,0.003263795000009395,153195.89618789192,5,214,2,205,6,97,6,51,8,1,1000,0.003263795000009395,306391.79237578384
pdrs,imbalanced_choice,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003263795000009395,306391.79237578384,11,214,2,205,10,97,18,51,16,1,1000,0.003263795000009395,306391.79237578384
pdrs,imbalanced_choice,16,100,100,100,1.0,100,1.0,0,0.5,0.003280185999997798,30486.07609448584,1,54,0,101,2,6,1,80,2,27,1000,0.003280185999997798,304860.7609448584
pdrs,imbalanced_choice,16,500,500,500,1.0,500,1.0,0,1.0,0.003280185999997798,152430.3804724292,7,54,2,165,8,6,7,80,7,27,1000,0.003280185999997798,304860.7609448584
pdrs,imbalanced_choice,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.003280185999997798,304860.7609448584,15,54,2,165,11,6,19,80,12,27,1000,0.003280185999997798,304860.7609448584
