method,domain,repetition,budget,produced,valid,validity_rate,unique,unique_rate,duplicates,branch_coverage,elapsed_s,objects_per_s,uniform_bugs,uniform_first,rare_branch_bugs,rare_branch_first,boundary_bugs,boundary_first,clustered_bugs,clustered_first,interaction_bugs,interaction_first,source_budget,source_elapsed_s,source_objects_per_s
feat,protocol_message,8,100,100,100,1.0,100,1.0,0,1.0,0.0003273829999983491,305452.634988696,3,61,1,26,4,16,6,2,3,1,1000,0.0003273829999983491,3054526.3498869603
feat,protocol_message,8,500,500,500,1.0,500,1.0,0,1.0,0.0003273829999983491,1527263.1749434802,13,61,4,26,18,16,14,2,13,1,1000,0.0003273829999983491,3054526.3498869603
feat,protocol_message,8,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003273829999983491,3054526.3498869603,29,61,6,26,30,16,30,2,28,1,1000,0.0003273829999983491,3054526.3498869603
feat,protocol_message,9,100,100,100,1.0,100,1.0,0,1.0,0.0003251589999990756,307541.84875794395,3,6,1,83,4,36,1,12,4,42,1000,0.0003251589999990756,3075418.4875794393
feat,protocol_message,9,500,500,500,1.0,500,1.0,0,1.0,0.0003251589999990756,1537709.2437897197,12,6,4,83,11,36,12,12,15,42,1000,0.0003251589999990756,3075418.4875794393
feat,protocol_message,9,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003251589999990756,3075418.4875794393,29,6,7,83,27,36,29,12,25,42,1000,0.0003251589999990756,3075418.4875794393
feat,protocol_message,10,100,100,100,1.0,100,1.0,0,0.75,0.0003206399999982068,311876.2475067342,1,43,0,101,7,9,0,101,2,47,1000,0.0003206399999982068,3118762.475067342
feat,protocol_message,10,500,500,500,1.0,500,1.0,0,1.0,0.0003206399999982068,1559381.237533671,14,43,2,145,23,9,12,101,4,47,1000,0.0003206399999982068,3118762.475067342
feat,protocol_message,10,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003206399999982068,3118762.475067342,29,43,7,145,32,9,27,101,23,47,1000,0.0003206399999982068,3118762.475067342
feat,protocol_message,11,100,100,100,1.0,100,1.0,0,0.75,0.0003160909999948558,316364.5912146421,0,101,0,101,4,37,3,23,6,34,1000,0.0003160909999948558,3163645.912146421
feat,protocol_message,11,500,500,500,1.0,500,1.0,0,1.0,0.0003160909999948558,1581822.9560732106,17,188,2,309,12,37,15,23,17,34,1000,0.0003160909999948558,3163645.912146421
feat,protocol_message,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003160909999948558,3163645.912146421,29,188,7,309,29,37,29,23,27,34,1000,0.0003160909999948558,3163645.912146421
feat,protocol_message,12,100,100,100,1.0,100,1.0,0,0.75,0.0003330739999967136,300233.58172954567,3,52,0,101,2,39,1,40,1,44,1000,0.0003330739999967136,3002335.8172954563
feat,protocol_message,12,500,500,500,1.0,500,1.0,0,1.0,0.0003330739999967136,1501167.9086477282,13,52,1,167,15,39,13,40,7,44,1000,0.0003330739999967136,3002335.8172954563
feat,protocol_message,12,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003330739999967136,3002335.8172954563,28,52,8,167,28,39,27,40,24,44,1000,0.0003330739999967136,3002335.8172954563
feat,protocol_message,13,100,100,100,1.0,100,1.0,0,1.0,0.00040031900000059295,249800.7838744898,2,21,1,43,5,7,2,17,3,12,1000,0.00040031900000059295,2498007.838744898
feat,protocol_message,13,500,500,500,1.0,500,1.0,0,1.0,0.00040031900000059295,1249003.919372449,20,21,5,43,19,7,17,17,9,12,1000,0.00040031900000059295,2498007.838744898
feat,protocol_message,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.00040031900000059295,2498007.838744898,30,21,8,43,30,7,29,17,25,12,1000,0.00040031900000059295,2498007.838744898
feat,protocol_message,14,100,100,100,1.0,100,1.0,0,1.0,0.0003227749999936691,309813.3374702545,3,19,2,75,1,62,4,29,4,40,1000,0.0003227749999936691,3098133.374702545
feat,protocol_message,14,500,500,500,1.0,500,1.0,0,1.0,0.0003227749999936691,1549066.6873512724,10,19,3,75,13,62,17,29,13,40,1000,0.0003227749999936691,3098133.374702545
feat,protocol_message,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003227749999936691,3098133.374702545,27,19,8,75,29,62,30,29,27,40,1000,0.0003227749999936691,3098133.374702545
feat,protocol_message,15,100,100,100,1.0,100,1.0,0,1.0,0.0003314799999998286,301677.32593233895,4,36,1,68,4,23,1,34,3,22,1000,0.0003314799999998286,3016773.2593233893
feat,protocol_message,15,500,500,500,1.0,500,1.0,0,1.0,0.0003314799999998286,1508386.6296616946,16,36,2,68,13,23,12,34,12,22,1000,0.0003314799999998286,3016773.2593233893
feat,protocol_message,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003314799999998286,3016773.2593233893,27,36,7,68,31,23,29,34,23,22,1000,0.0003314799999998286,3016773.2593233893
feat,protocol_message,16,100,100,100,1.0,100,1.0,0,0.75,0.0003275839999972163,305265.2144208806,4,2,0,101,4,16,3,27,4,3,1000,0.0003275839999972163,3052652.144208806
feat,protocol_message,16,500,500,500,1.0,500,1.0,0,1.0,0.0003275839999972163,1526326.072104403,13,2,3,147,13,16,16,27,16,3,1000,0.0003275839999972163,3052652.144208806
feat,protocol_message,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003275839999972163,3052652.144208806,28,2,7,147,29,16,31,27,29,3,1000,0.0003275839999972163,3052652.144208806
feat,protocol_message,17,100,100,100,1.0,100,1.0,0,1.0,0.0003203799999980106,312129.3464030868,4,50,1,7,7,14,1,97,1,25,1000,0.0003203799999980106,3121293.464030868
feat,protocol_message,17,500,500,500,1.0,500,1.0,0,1.0,0.0003203799999980106,1560646.732015434,17,50,5,7,15,14,12,97,9,25,1000,0.0003203799999980106,3121293.464030868
feat,protocol_message,17,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003203799999980106,3121293.464030868,31,50,7,7,28,14,28,97,22,25,1000,0.0003203799999980106,3121293.464030868
feat,protocol_message,18,100,100,100,1.0,100,1.0,0,0.5,0.00033409599999600914,299315.1669017125,4,5,0,101,2,80,2,4,4,1,1000,0.00033409599999600914,2993151.6690171245
feat,protocol_message,18,500,500,500,1.0,500,1.0,0,1.0,0.00033409599999600914,1496575.8345085622,21,5,3,271,11,80,17,4,18,1,1000,0.00033409599999600914,2993151.6690171245
feat,protocol_message,18,1000,1000,1000,1.0,1000,1.0,0,1.0,0.00033409599999600914,2993151.6690171245,28,5,6,271,28,80,31,4,29,1,1000,0.00033409599999600914,2993151.6690171245
feat,protocol_message,19,100,100,100,1.0,100,1.0,0,0.75,0.0003220030000008478,310556.1128304292,2,74,0,101,4,29,3,26,3,30,1000,0.0003220030000008478,3105561.1283042924
feat,protocol_message,19,500,500,500,1.0,500,1.0,0,1.0,0.0003220030000008478,1552780.5641521462,19,74,1,144,8,29,18,26,15,30,1000,0.0003220030000008478,3105561.1283042924
feat,protocol_message,19,1000,1000,1000,1.0,1000,1.0,0,1.0,0.0003220030000008478,3105561.1283042924,31,74,7,144,26,29,31,26,26,30,1000,0.0003220030000008478,3105561.1283042924
grammarinator,action_space,0,100,100,100,1.0,100,1.0,0,1.0,1.1976516960000012,83.4967297537229,0,101,11,15,7,10,1,71,0,101,1000,1.1976516960000012,834.967297537229
grammarinator,action_space,0,500,500,500,1.0,500,1.0,0,1.0,1.1976516960000012,417.4836487686145,3,286,32,15,18,10,4,71,6,301,1000,1.1976516960000012,834.967297537229
grammarinator,action_space,0,1000,1000,1000,1.0,1000,1.0,0,1.0,1.1976516960000012,834.967297537229,6,286,32,15,24,10,13,71,13,301,1000,1.1976516960000012,834.967297537229
grammarinator,action_space,1,100,100,100,1.0,100,1.0,0,1.0,0.7850158399999998,127.38596459403931,1,65,9,5,6,37,1,36,2,51,1000,0.7850158399999998,1273.859645940393
grammarinator,action_space,1,500,500,500,1.0,500,1.0,0,1.0,0.7850158399999998,636.9298229701965,4,65,30,5,18,37,3,36,9,51,1000,0.7850158399999998,1273.859645940393
grammarinator,action_space,1,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7850158399999998,1273.859645940393,10,65,32,5,24,37,7,36,13,51,1000,0.7850158399999998,1273.859645940393
grammarinator,action_space,2,100,100,100,1.0,100,1.0,0,1.0,0.769502432000003,129.9541052002804,1,51,12,15,5,21,0,101,0,101,1000,0.769502432000003,1299.541052002804
grammarinator,action_space,2,500,500,500,1.0,500,1.0,0,1.0,0.769502432000003,649.770526001402,5,51,26,15,13,21,4,200,6,115,1000,0.769502432000003,1299.541052002804
grammarinator,action_space,2,1000,1000,1000,1.0,1000,1.0,0,1.0,0.769502432000003,1299.541052002804,11,51,32,15,22,21,10,200,14,115,1000,0.769502432000003,1299.541052002804
grammarinator,action_space,3,100,100,100,1.0,100,1.0,0,1.0,0.7942651109999943,125.90254641060359,0,101,11,2,6,10,0,101,1,10,1000,0.7942651109999943,1259.025464106036
grammarinator,action_space,3,500,500,500,1.0,500,1.0,0,1.0,0.7942651109999943,629.512732053018,4,128,32,2,20,10,2,102,6,10,1000,0.7942651109999943,1259.025464106036
grammarinator,action_space,3,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7942651109999943,1259.025464106036,13,128,32,2,25,10,7,102,13,10,1000,0.7942651109999943,1259.025464106036
grammarinator,action_space,4,100,100,100,1.0,100,1.0,0,1.0,0.7859535800000117,127.23397735525107,0,101,11,3,4,49,1,90,0,101,1000,0.7859535800000117,1272.3397735525107
grammarinator,action_space,4,500,500,500,1.0,500,1.0,0,1.0,0.7859535800000117,636.1698867762553,2,379,30,3,19,49,1,90,5,101,1000,0.7859535800000117,1272.3397735525107
grammarinator,action_space,4,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7859535800000117,1272.3397735525107,10,379,32,3,26,49,5,90,9,101,1000,0.7859535800000117,1272.3397735525107
grammarinator,action_space,5,100,100,100,1.0,100,1.0,0,1.0,0.7856592440000014,127.28164374528738,1,49,14,19,7,6,0,101,1,6,1000,0.7856592440000014,1272.816437452874
grammarinator,action_space,5,500,500,500,1.0,500,1.0,0,1.0,0.7856592440000014,636.408218726437,5,49,32,19,19,6,5,185,5,6,1000,0.7856592440000014,1272.816437452874
grammarinator,action_space,5,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7856592440000014,1272.816437452874,11,49,32,19,24,6,11,185,13,6,1000,0.7856592440000014,1272.816437452874
grammarinator,action_space,6,100,100,100,1.0,100,1.0,0,1.0,0.7838547509999927,127.57465572853424,0,101,10,8,4,11,2,43,1,17,1000,0.7838547509999927,1275.7465572853425
grammarinator,action_space,6,500,500,500,1.0,500,1.0,0,1.0,0.7838547509999927,637.8732786426713,4,204,30,8,18,11,3,43,10,17,1000,0.7838547509999927,1275.7465572853425
grammarinator,action_space,6,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7838547509999927,1275.7465572853425,9,204,32,8,24,11,8,43,14,17,1000,0.7838547509999927,1275.7465572853425
grammarinator,action_space,7,100,100,100,1.0,100,1.0,0,1.0,0.788349538999995,126.84728670844143,1,17,15,2,5,10,0,101,2,10,1000,0.788349538999995,1268.4728670844142
grammarinator,action_space,7,500,500,500,1.0,500,1.0,0,1.0,0.788349538999995,634.2364335422071,8,17,32,2,20,10,4,113,7,10,1000,0.788349538999995,1268.4728670844142
grammarinator,action_space,7,1000,1000,1000,1.0,1000,1.0,0,1.0,0.788349538999995,1268.4728670844142,13,17,32,2,24,10,8,113,14,10,1000,0.788349538999995,1268.4728670844142
grammarinator,action_space,8,100,100,100,1.0,100,1.0,0,1.0,0.800808282999995,124.87383325429543,0,101,15,12,4,1,0,101,3,28,1000,0.800808282999995,1248.7383325429544
grammarinator,action_space,8,500,500,500,1.0,500,1.0,0,1.0,0.800808282999995,624.3691662714772,6,176,29,12,19,1,1,105,7,28,1000,0.800808282999995,1248.7383325429544
grammarinator,action_space,8,1000,1000,1000,1.0,1000,1.0,0,1.0,0.800808282999995,1248.7383325429544,11,176,32,12,23,1,6,105,13,28,1000,0.800808282999995,1248.7383325429544
grammarinator,action_space,9,100,100,100,1.0,100,1.0,0,1.0,0.7976533910000114,125.36773632295456,0,101,12,6,5,24,1,92,0,101,1000,0.7976533910000114,1253.6773632295456
grammarinator,action_space,9,500,500,500,1.0,500,1.0,0,1.0,0.7976533910000114,626.8386816147728,3,217,32,6,18,24,2,92,4,223,1000,0.7976533910000114,1253.6773632295456
grammarinator,action_space,9,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7976533910000114,1253.6773632295456,5,217,32,6,23,24,7,92,9,223,1000,0.7976533910000114,1253.6773632295456
grammarinator,action_space,10,100,100,100,1.0,100,1.0,0,1.0,0.7846264270000063,127.44918671978301,0,101,13,1,10,7,0,101,1,71,1000,0.7846264270000063,1274.49186719783
grammarinator,action_space,10,500,500,500,1.0,500,1.0,0,1.0,0.7846264270000063,637.245933598915,4,157,31,1,22,7,5,112,6,71,1000,0.7846264270000063,1274.49186719783
grammarinator,action_space,10,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7846264270000063,1274.49186719783,9,157,32,1,24,7,10,112,10,71,1000,0.7846264270000063,1274.49186719783
grammarinator,action_space,11,100,100,100,1.0,100,1.0,0,1.0,0.7932643910000081,126.06137516640273,0,101,16,9,2,37,0,101,2,2,1000,0.7932643910000081,1260.6137516640272
grammarinator,action_space,11,500,500,500,1.0,500,1.0,0,1.0,0.7932643910000081,630.3068758320136,1,121,32,9,21,37,0,501,9,2,1000,0.7932643910000081,1260.6137516640272
grammarinator,action_space,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7932643910000081,1260.6137516640272,10,121,32,9,23,37,5,545,14,2,1000,0.7932643910000081,1260.6137516640272
grammarinator,action_space,12,100,100,100,1.0,100,1.0,0,1.0,0.8120656650000058,123.14275102371099,0,101,14,16,6,5,0,101,3,11,1000,0.8120656650000058,1231.4275102371098
grammarinator,action_space,12,500,500,500,1.0,500,1.0,0,1.0,0.8120656650000058,615.7137551185549,4,131,31,16,20,5,5,108,5,11,1000,0.8120656650000058,1231.4275102371098
grammarinator,action_space,12,1000,1000,1000,1.0,1000,1.0,0,1.0,0.8120656650000058,1231.4275102371098,12,131,32,16,23,5,14,108,13,11,1000,0.8120656650000058,1231.4275102371098
grammarinator,action_space,13,100,100,100,1.0,100,1.0,0,1.0,0.7884287190000094,126.83454774051528,0,101,13,4,7,7,0,101,1,77,1000,0.7884287190000094,1268.3454774051527
grammarinator,action_space,13,500,500,500,1.0,500,1.0,0,1.0,0.7884287190000094,634.1727387025763,4,166,32,4,18,7,1,235,5,77,1000,0.7884287190000094,1268.3454774051527
grammarinator,action_space,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7884287190000094,1268.3454774051527,11,166,32,4,27,7,6,235,12,77,1000,0.7884287190000094,1268.3454774051527
grammarinator,action_space,14,100,100,100,1.0,100,1.0,0,1.0,0.795740257999995,125.66914768311322,2,76,11,6,5,36,2,4,1,36,1000,0.795740257999995,1256.6914768311324
grammarinator,action_space,14,500,500,500,1.0,500,1.0,0,1.0,0.795740257999995,628.3457384155662,4,76,30,6,16,36,4,4,4,36,1000,0.795740257999995,1256.6914768311324
grammarinator,action_space,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.795740257999995,1256.6914768311324,13,76,32,6,23,36,9,4,12,36,1000,0.795740257999995,1256.6914768311324
grammarinator,action_space,15,100,100,100,1.0,100,1.0,0,1.0,0.7886481439999926,126.79925865646992,0,101,9,1,3,25,2,14,0,101,1000,0.7886481439999926,1267.9925865646992
grammarinator,action_space,15,500,500,500,1.0,500,1.0,0,1.0,0.7886481439999926,633.9962932823496,2,117,31,1,17,25,3,14,3,181,1000,0.7886481439999926,1267.9925865646992
grammarinator,action_space,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7886481439999926,1267.9925865646992,11,117,32,1,24,25,5,14,11,181,1000,0.7886481439999926,1267.9925865646992
grammarinator,action_space,16,100,100,100,1.0,100,1.0,0,1.0,0.7821976809999995,127.844920061838,0,101,10,14,7,3,0,101,1,11,1000,0.7821976809999995,1278.44920061838
grammarinator,action_space,16,500,500,500,1.0,500,1.0,0,1.0,0.7821976809999995,639.22460030919,6,384,31,14,18,3,3,124,4,11,1000,0.7821976809999995,1278.44920061838
grammarinator,action_space,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7821976809999995,1278.44920061838,16,384,32,14,24,3,8,124,8,11,1000,0.7821976809999995,1278.44920061838
grammarinator,action_space,17,100,100,100,1.0,100,1.0,0,1.0,0.8018749220000103,124.70772842051633,1,39,12,5,8,10,1,76,2,39,1000,0.8018749220000103,1247.0772842051633
grammarinator,action_space,17,500,500,500,1.0,500,1.0,0,1.0,0.8018749220000103,623.5386421025817,6,39,31,5,15,10,5,76,7,39,1000,0.8018749220000103,1247.0772842051633
grammarinator,action_space,17,1000,1000,1000,1.0,1000,1.0,0,1.0,0.8018749220000103,1247.0772842051633,9,39,32,5,23,10,9,76,13,39,1000,0.8018749220000103,1247.0772842051633
grammarinator,action_space,18,100,100,100,1.0,100,1.0,0,1.0,0.7930335799999995,126.09806510337188,0,101,12,31,4,2,1,86,2,16,1000,0.7930335799999995,1260.9806510337187
grammarinator,action_space,18,500,500,500,1.0,500,1.0,0,1.0,0.7930335799999995,630.4903255168593,2,284,31,31,18,2,2,86,7,16,1000,0.7930335799999995,1260.9806510337187
grammarinator,action_space,18,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7930335799999995,1260.9806510337187,7,284,32,31,24,2,13,86,15,16,1000,0.7930335799999995,1260.9806510337187
grammarinator,action_space,19,100,100,100,1.0,100,1.0,0,1.0,0.7950882829999983,125.77219679641564,1,11,9,12,5,14,1,83,2,62,1000,0.7950882829999983,1257.7219679641564
grammarinator,action_space,19,500,500,500,1.0,500,1.0,0,1.0,0.7950882829999983,628.8609839820782,1,11,31,12,16,14,3,83,6,62,1000,0.7950882829999983,1257.7219679641564
grammarinator,action_space,19,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7950882829999983,1257.7219679641564,10,11,32,12,23,14,7,83,12,62,1000,0.7950882829999983,1257.7219679641564
grammarinator,balanced_product,0,100,100,100,1.0,100,1.0,0,1.0,0.9223163699999972,108.42266629182815,3,16,2,35,3,35,1,92,0,101,1000,0.9223163699999972,1084.2266629182816
grammarinator,balanced_product,0,500,500,500,1.0,500,1.0,0,1.0,0.9223163699999972,542.1133314591408,10,16,6,35,8,35,5,92,8,114,1000,0.9223163699999972,1084.2266629182816
grammarinator,balanced_product,0,1000,1000,1000,1.0,1000,1.0,0,1.0,0.9223163699999972,1084.2266629182816,16,16,19,35,17,35,16,92,13,114,1000,0.9223163699999972,1084.2266629182816
grammarinator,balanced_product,1,100,100,100,1.0,100,1.0,0,1.0,0.7252950750000053,137.87491939056565,1,82,1,85,0,101,2,15,0,101,1000,0.7252950750000053,1378.7491939056565
grammarinator,balanced_product,1,500,500,500,1.0,500,1.0,0,1.0,0.7252950750000053,689.3745969528283,4,82,9,85,8,234,11,15,7,139,1000,0.7252950750000053,1378.7491939056565
grammarinator,balanced_product,1,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7252950750000053,1378.7491939056565,9,82,16,85,15,234,23,15,11,139,1000,0.7252950750000053,1378.7491939056565
grammarinator,balanced_product,2,100,100,100,1.0,100,1.0,0,1.0,0.7127892700000018,140.29391884644917,3,32,3,50,2,38,1,46,3,11,1000,0.7127892700000018,1402.9391884644917
grammarinator,balanced_product,2,500,500,500,1.0,500,1.0,0,1.0,0.7127892700000018,701.4695942322459,8,32,9,50,12,38,9,46,9,11,1000,0.7127892700000018,1402.9391884644917
grammarinator,balanced_product,2,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7127892700000018,1402.9391884644917,18,32,13,50,16,38,17,46,16,11,1000,0.7127892700000018,1402.9391884644917
grammarinator,balanced_product,3,100,100,100,1.0,100,1.0,0,1.0,0.7270169689999975,137.54837130906137,0,101,0,101,0,101,3,35,0,101,1000,0.7270169689999975,1375.4837130906135
grammarinator,balanced_product,3,500,500,500,1.0,500,1.0,0,1.0,0.7270169689999975,687.7418565453067,8,151,7,177,6,142,9,35,5,363,1000,0.7270169689999975,1375.4837130906135
grammarinator,balanced_product,3,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7270169689999975,1375.4837130906135,12,151,12,177,13,142,14,35,14,363,1000,0.7270169689999975,1375.4837130906135
grammarinator,balanced_product,4,100,100,100,1.0,100,1.0,0,1.0,0.7202129550000009,138.84782175294234,0,101,0,101,0,101,1,2,2,3,1000,0.7202129550000009,1388.4782175294233
grammarinator,balanced_product,4,500,500,500,1.0,500,1.0,0,1.0,0.7202129550000009,694.2391087647117,4,219,9,103,8,169,5,2,5,3,1000,0.7202129550000009,1388.4782175294233
grammarinator,balanced_product,4,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7202129550000009,1388.4782175294233,14,219,16,103,17,169,13,2,11,3,1000,0.7202129550000009,1388.4782175294233
grammarinator,balanced_product,5,100,100,100,1.0,100,1.0,0,1.0,0.731520555000003,136.70155857752977,0,101,0,101,1,76,2,78,2,33,1000,0.731520555000003,1367.0155857752977
grammarinator,balanced_product,5,500,500,500,1.0,500,1.0,0,1.0,0.731520555000003,683.5077928876489,8,156,8,144,10,76,8,78,13,33,1000,0.731520555000003,1367.0155857752977
grammarinator,balanced_product,5,1000,1000,1000,1.0,1000,1.0,0,1.0,0.731520555000003,1367.0155857752977,15,156,16,144,18,76,16,78,18,33,1000,0.731520555000003,1367.0155857752977
grammarinator,balanced_product,6,100,100,100,1.0,100,1.0,0,1.0,0.7261595089999986,137.7107904814343,2,13,0,101,0,101,5,1,0,101,1000,0.7261595089999986,1377.1079048143429
grammarinator,balanced_product,6,500,500,500,1.0,500,1.0,0,1.0,0.7261595089999986,688.5539524071714,8,13,5,103,3,238,8,1,10,161,1000,0.7261595089999986,1377.1079048143429
grammarinator,balanced_product,6,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7261595089999986,1377.1079048143429,13,13,19,103,16,238,15,1,17,161,1000,0.7261595089999986,1377.1079048143429
grammarinator,balanced_product,7,100,100,100,1.0,100,1.0,0,1.0,0.7293596279999974,137.10657426188163,1,48,2,17,2,17,2,40,2,7,1000,0.7293596279999974,1371.065742618816
grammarinator,balanced_product,7,500,500,500,1.0,500,1.0,0,1.0,0.7293596279999974,685.532871309408,5,48,9,17,11,17,5,40,9,7,1000,0.7293596279999974,1371.065742618816
grammarinator,balanced_product,7,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7293596279999974,1371.065742618816,11,48,19,17,19,17,14,40,19,7,1000,0.7293596279999974,1371.065742618816
grammarinator,balanced_product,8,100,100,100,1.0,100,1.0,0,1.0,0.7236523919999982,138.18789394673934,2,2,2,54,1,54,1,69,2,20,1000,0.7236523919999982,1381.8789394673934
grammarinator,balanced_product,8,500,500,500,1.0,500,1.0,0,1.0,0.7236523919999982,690.9394697336967,4,2,10,54,6,54,8,69,10,20,1000,0.7236523919999982,1381.8789394673934
grammarinator,balanced_product,8,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7236523919999982,1381.8789394673934,15,2,18,54,16,54,18,69,15,20,1000,0.7236523919999982,1381.8789394673934
grammarinator,balanced_product,9,100,100,100,1.0,100,1.0,0,1.0,0.736577429999997,135.7630520935191,2,53,2,12,0,101,5,21,2,31,1000,0.736577429999997,1357.6305209351908
grammarinator,balanced_product,9,500,500,500,1.0,500,1.0,0,1.0,0.736577429999997,678.8152604675954,8,53,8,12,8,181,11,21,8,31,1000,0.736577429999997,1357.6305209351908
grammarinator,balanced_product,9,1000,1000,1000,1.0,1000,1.0,0,1.0,0.736577429999997,1357.6305209351908,14,53,19,12,17,181,16,21,16,31,1000,0.736577429999997,1357.6305209351908
grammarinator,balanced_product,10,100,100,100,1.0,100,1.0,0,1.0,0.727454569999999,137.46562895329689,3,46,2,36,3,2,2,37,1,15,1000,0.727454569999999,1374.656289532969
grammarinator,balanced_product,10,500,500,500,1.0,500,1.0,0,1.0,0.727454569999999,687.3281447664845,6,46,13,36,8,2,7,37,6,15,1000,0.727454569999999,1374.656289532969
grammarinator,balanced_product,10,1000,1000,1000,1.0,1000,1.0,0,1.0,0.727454569999999,1374.656289532969,14,46,19,36,16,2,15,37,16,15,1000,0.727454569999999,1374.656289532969
grammarinator,balanced_product,11,100,100,100,1.0,100,1.0,0,1.0,0.7269609989999992,137.55896139897337,1,64,2,75,3,24,1,53,0,101,1000,0.7269609989999992,1375.5896139897336
grammarinator,balanced_product,11,500,500,500,1.0,500,1.0,0,1.0,0.7269609989999992,687.7948069948668,7,64,8,75,8,24,6,53,6,173,1000,0.7269609989999992,1375.5896139897336
grammarinator,balanced_product,11,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7269609989999992,1375.5896139897336,14,64,17,75,15,24,14,53,14,173,1000,0.7269609989999992,1375.5896139897336
grammarinator,balanced_product,12,100,100,100,1.0,100,1.0,0,1.0,0.7230443269999967,138.30410704543218,2,29,2,13,2,13,3,53,1,1,1000,0.7230443269999967,1383.0410704543217
grammarinator,balanced_product,12,500,500,500,1.0,500,1.0,0,1.0,0.7230443269999967,691.5205352271608,7,29,7,13,8,13,10,53,7,1,1000,0.7230443269999967,1383.0410704543217
grammarinator,balanced_product,12,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7230443269999967,1383.0410704543217,15,29,13,13,11,13,18,53,14,1,1000,0.7230443269999967,1383.0410704543217
grammarinator,balanced_product,13,100,100,100,1.0,100,1.0,0,1.0,0.7310232370000023,136.79455718861053,0,101,1,80,1,80,1,11,0,101,1000,0.7310232370000023,1367.9455718861052
grammarinator,balanced_product,13,500,500,500,1.0,500,1.0,0,1.0,0.7310232370000023,683.9727859430526,8,132,7,80,9,80,9,11,10,161,1000,0.7310232370000023,1367.9455718861052
grammarinator,balanced_product,13,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7310232370000023,1367.9455718861052,14,132,17,80,14,80,18,11,19,161,1000,0.7310232370000023,1367.9455718861052
grammarinator,balanced_product,14,100,100,100,1.0,100,1.0,0,1.0,0.7746904489999977,129.083816805905,3,88,3,57,4,35,0,101,1,97,1000,0.7746904489999977,1290.83816805905
grammarinator,balanced_product,14,500,500,500,1.0,500,1.0,0,1.0,0.7746904489999977,645.419084029525,11,88,11,57,11,35,6,209,5,97,1000,0.7746904489999977,1290.83816805905
grammarinator,balanced_product,14,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7746904489999977,1290.83816805905,20,88,15,57,15,35,17,209,10,97,1000,0.7746904489999977,1290.83816805905
grammarinator,balanced_product,15,100,100,100,1.0,100,1.0,0,1.0,0.7288915569999972,137.1946197478048,0,101,3,29,3,31,1,91,1,88,1000,0.7288915569999972,1371.946197478048
grammarinator,balanced_product,15,500,500,500,1.0,500,1.0,0,1.0,0.7288915569999972,685.973098739024,7,192,10,29,9,31,7,91,6,88,1000,0.7288915569999972,1371.946197478048
grammarinator,balanced_product,15,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7288915569999972,1371.946197478048,17,192,15,29,16,31,14,91,14,88,1000,0.7288915569999972,1371.946197478048
grammarinator,balanced_product,16,100,100,100,1.0,100,1.0,0,1.0,0.7188620290000003,139.10875239732542,1,64,3,20,2,20,2,74,1,50,1000,0.7188620290000003,1391.087523973254
grammarinator,balanced_product,16,500,500,500,1.0,500,1.0,0,1.0,0.7188620290000003,695.543761986627,8,64,7,20,6,20,11,74,6,50,1000,0.7188620290000003,1391.087523973254
grammarinator,balanced_product,16,1000,1000,1000,1.0,1000,1.0,0,1.0,0.7188620290000003,1391.087523973254,11,64,15,20,11,20,16,74,13,50,1000,0.7188620290000003,1391.087523973254
